CUNI-EdUKate	CUNI-MH-v3	Cohere CAT+	Command A+	DeepSeek V4 Pro	Dubformer	GLM 4 - 9B	GPT 5.5	GPT OSS 120B	GPT OSS 20B	Gemini 3.1 Pro	Gemma 4 - 31B	Gemma 4 - 4B	GoogleTranslate	Ministral 3 - 14B	Mistral Medium 3.5	Qingqiu-MT-9B	Qwen 3.5 - 9b	Qwen 3.6 - 27b	SalamandraTA	TRIVE	Tiny Aya Global	Tower 9B	UvA-MT
35.9	18.69	27.5	11.16	33.0	50.3	38.01	40.34	83.31	51.46	49.5	25.98	32.72	17.25	38.91	30.42	32.56	43.62	69.55	54.12	62.33	12.9	51.98	31.49
6.61	16.38	35.92	28.44	6.55	16.37	2.88	16.58	5.3	24.87	16.37	16.58	5.23	21.95	6.13	16.37	29.71	5.35	23.83	35.92	16.37	14.73	35.27	35.92
34.47	44.64	63.62	55.3	91.28	64.2	31.41	67.67	65.85	45.28	62.16	63.76	36.81	40.17	42.02	82.42	63.61	48.28	63.03	43.95	62.16	47.82	52.49	55.89
10.18	51.42	82.82	64.23	64.23	82.82	35.07	82.82	21.47	7.01	82.82	82.82	44.94	13.71	27.97	51.18	40.65	7.2	31.04	24.32	82.82	58.57	7.94	70.86
30.3	45.01	45.36	40.9	45.36	46.36	10.52	28.98	43.94	28.75	45.36	44.23	39.02	31.99	41.48	49.22	34.43	33.88	30.78	45.66	45.36	37.8	45.73	53.88
50.21	42.84	64.23	37.42	100.0	71.35	71.6	81.54	71.35	52.22	100.0	100.0	81.54	32.55	44.07	100.0	21.45	21.45	100.0	15.07	100.0	49.84	49.91	71.35
20.22	19.69	9.17	27.19	27.19	21.8	9.85	13.99	7.83	11.86	21.33	13.66	16.47	4.58	20.42	27.74	20.92	7.27	21.8	27.74	21.8	4.5	27.19	21.8
29.13	19.73	15.98	15.23	40.44	27.47	15.9	27.47	24.09	24.49	27.47	12.81	19.01	15.66	38.69	48.94	23.51	22.21	36.3	16.53	30.83	23.96	25.97	18.05
27.3	41.05	23.99	32.0	73.74	31.57	21.4	82.51	21.79	23.57	65.92	52.03	31.45	21.72	35.19	52.15	48.62	23.55	29.52	26.62	61.24	14.68	28.28	38.59
30.83	30.3	36.23	62.49	45.91	57.67	25.44	68.79	41.98	37.56	43.77	41.66	22.12	16.54	33.13	44.98	42.66	40.78	43.21	13.24	43.94	13.6	8.04	36.08
11.22	10.36	18.09	11.43	35.31	24.03	38.4	54.82	40.03	38.49	33.44	31.31	20.39	24.31	34.18	38.49	36.85	18.21	30.05	26.38	31.48	13.22	15.35	43.5
32.89	38.04	41.86	34.72	48.75	51.47	7.71	46.3	37.95	26.51	44.03	46.3	36.51	30.67	31.99	48.95	29.27	14.91	44.59	40.87	56.27	44.59	48.95	48.95
59.48	23.56	41.52	45.0	69.78	69.78	51.13	69.78	17.39	20.06	44.1	44.9	40.79	38.92	31.69	30.71	44.9	30.86	67.9	24.26	67.9	19.93	67.92	67.9
40.75	51.74	64.2	64.2	76.25	100.0	51.01	76.25	51.74	64.49	76.25	48.59	55.0	26.37	46.3	76.25	45.02	34.47	76.25	45.07	76.25	35.83	64.2	76.25
7.79	10.19	15.13	33.14	36.07	37.57	20.15	47.33	33.69	20.17	67.12	33.35	28.83	12.3	15.47	40.54	24.19	8.75	28.83	14.83	55.36	12.86	25.19	62.84
3.93	9.88	23.29	40.48	28.5	25.28	23.29	25.28	23.29	23.29	25.28	23.29	23.29	23.29	20.33	64.75	9.63	7.22	23.29	9.31	25.28	18.39	30.79	25.28
9.67	22.72	33.89	46.37	44.08	76.12	20.78	62.63	84.24	24.71	70.16	53.44	22.63	21.02	26.1	36.62	61.15	13.38	56.59	70.16	53.44	54.37	71.66	47.59
13.99	32.93	100.0	60.29	69.65	69.65	16.47	100.0	44.22	36.57	69.65	57.49	47.18	16.54	29.95	70.86	46.37	38.99	88.44	47.18	69.65	10.45	35.07	69.65
24.56	15.51	20.52	40.1	38.22	15.33	14.33	31.03	11.61	15.51	24.32	24.24	16.41	24.56	11.64	14.85	22.3	14.96	13.72	14.93	28.76	15.86	22.32	25.13
13.9	13.1	25.51	22.92	32.87	44.87	14.87	57.69	12.47	13.92	45.48	15.93	15.93	20.31	13.96	23.94	22.53	18.77	19.2	18.8	40.07	8.3	15.15	15.75
48.63	39.24	31.84	39.24	49.34	53.02	10.05	47.82	22.55	43.31	82.38	43.31	25.22	25.15	52.69	46.18	48.72	21.48	45.99	32.07	53.02	39.24	47.29	53.02
11.16	11.16	44.75	6.64	64.56	77.22	11.4	77.22	40.29	5.86	72.63	48.82	10.11	47.05	42.85	68.48	17.27	7.38	12.64	31.14	77.22	9.59	72.0	61.53
23.35	22.9	33.25	15.78	56.1	46.35	15.35	51.48	22.4	15.35	51.48	31.83	11.23	16.95	31.42	29.78	28.74	5.91	32.64	26.22	56.1	14.72	10.56	56.1
14.69	17.1	42.28	40.19	39.05	36.34	25.14	80.87	15.54	56.07	39.05	15.35	78.7	28.6	26.19	67.43	29.55	11.85	62.66	12.34	66.08	14.13	31.6	62.66
8.87	18.26	25.89	6.26	24.83	38.56	6.41	46.39	20.4	26.36	29.9	11.62	8.5	8.85	8.22	39.31	13.2	29.17	11.24	8.22	24.83	8.69	5.83	46.39
8.6	8.6	15.31	18.21	39.28	54.73	6.97	80.52	6.15	9.4	39.28	24.79	6.97	11.27	8.23	18.39	28.05	26.17	13.92	29.49	29.62	18.99	9.17	65.85
33.64	34.69	55.14	40.77	57.06	48.3	36.54	64.54	31.1	31.25	52.99	39.58	32.71	36.7	36.09	36.49	33.73	31.07	23.87	40.16	56.61	9.1	27.27	43.15
14.76	17.95	22.19	23.19	45.75	29.76	25.97	20.62	39.98	8.38	59.21	24.33	25.63	7.61	26.87	25.52	26.57	38.92	16.42	11.86	52.49	17.63	20.07	52.49
10.57	9.01	16.83	16.76	24.81	24.81	10.6	24.81	9.04	11.13	24.81	16.83	10.39	16.83	6.75	4.83	24.81	24.81	24.81	7.47	16.83	15.15	16.76	24.81
43.33	62.23	80.65	55.33	75.05	87.62	16.5	87.62	62.23	40.71	64.14	50.62	68.65	68.04	28.05	81.54	19.85	3.43	79.17	53.35	100.0	61.0	68.65	50.35
15.58	3.03	30.42	18.76	9.14	5.44	14.05	45.87	3.05	21.87	8.17	20.76	15.96	7.95	20.52	9.26	12.13	5.44	9.73	9.14	29.07	3.34	28.38	21.35
10.77	14.41	30.69	16.78	45.66	29.92	11.9	65.23	18.5	15.9	40.69	29.68	17.1	8.36	16.64	39.52	36.52	15.34	50.34	17.34	51.34	12.06	25.57	39.78
10.6	31.31	16.47	16.47	63.71	29.28	17.42	100.0	31.98	31.98	37.71	17.03	27.9	10.12	14.25	52.81	20.69	18.21	52.81	27.67	61.63	9.4	47.86	31.98
8.23	7.96	5.82	11.79	17.74	6.92	2.76	42.31	3.01	5.44	11.7	42.31	7.16	8.8	12.26	3.81	26.53	6.63	39.38	7.89	42.31	7.76	6.02	6.02
32.99	30.32	27.86	39.83	47.05	37.51	34.63	48.03	41.17	42.03	54.73	47.11	40.26	30.73	37.7	35.98	38.24	39.12	34.42	41.68	47.87	35.63	38.57	44.63
9.84	7.77	10.23	19.36	19.72	15.32	8.81	19.47	19.47	7.22	23.41	20.87	17.67	10.04	12.37	12.32	8.68	6.93	13.41	19.99	22.07	13.23	13.44	19.47
14.03	15.59	19.14	37.37	39.04	15.99	7.13	51.47	14.52	14.75	34.71	18.06	15.28	29.15	9.76	15.07	15.65	14.89	15.28	13.54	19.94	13.54	14.4	15.99
11.64	16.54	11.64	40.98	44.29	11.64	6.26	13.26	3.46	23.4	57.31	11.64	10.98	13.26	8.76	32.56	11.64	7.22	11.64	48.42	11.64	5.88	44.29	11.95
7.15	7.15	31.59	60.53	66.81	60.53	48.79	22.79	12.51	24.13	66.81	31.59	30.77	7.15	20.7	31.59	31.59	42.09	31.59	41.68	60.53	44.22	31.59	31.59
37.68	19.29	31.09	21.1	24.35	30.07	11.0	20.63	9.29	13.38	32.13	30.09	27.24	22.62	37.62	45.51	20.64	8.26	9.35	49.79	28.92	32.44	18.16	28.95
19.47	31.86	29.1	28.75	29.63	30.9	23.84	39.52	27.64	30.46	33.94	28.77	32.55	32.92	27.54	30.58	29.63	28.75	29.39	33.35	37.67	34.09	28.46	34.67
29.12	22.55	18.79	50.09	82.12	18.79	10.11	65.44	58.54	11.04	69.9	16.97	16.19	16.54	38.08	81.38	50.48	49.76	56.95	11.87	81.38	65.06	33.02	13.52
13.55	8.52	36.46	8.52	8.05	17.24	14.46	17.24	8.52	33.26	17.24	36.46	16.59	4.79	7.66	14.32	8.52	33.26	16.26	14.32	31.7	8.13	8.05	36.46
28.36	30.29	39.9	30.62	68.17	55.24	38.94	57.88	36.92	25.35	57.45	61.19	38.94	47.0	32.87	41.07	34.73	34.21	46.99	32.72	60.51	31.41	34.16	30.68
46.56	61.81	43.45	49.7	71.69	64.4	58.78	72.04	48.06	44.42	61.48	65.3	50.04	51.39	38.27	61.41	66.99	43.24	37.04	23.86	67.83	51.25	50.38	61.75
25.54	42.57	57.38	42.64	53.36	72.86	65.15	80.03	42.57	45.08	65.15	42.31	45.08	25.12	45.08	42.64	42.64	57.48	42.64	58.64	80.03	20.81	45.08	72.86
16.06	6.61	8.82	8.82	70.17	16.05	5.37	59.87	8.82	14.99	73.49	16.05	30.88	8.82	49.01	8.82	54.91	16.05	9.08	57.58	73.49	4.25	26.45	70.17
56.08	82.42	100.0	100.0	100.0	100.0	42.64	100.0	80.03	45.08	100.0	80.52	58.09	33.16	64.6	100.0	65.15	72.86	86.66	100.0	100.0	37.75	40.16	100.0
39.42	35.33	21.58	40.16	51.09	37.75	9.11	18.93	12.71	21.69	43.28	35.99	40.16	46.33	21.8	64.83	40.16	16.75	34.78	29.85	33.87	24.41	35.71	19.14
7.32	8.22	16.11	7.53	35.71	45.38	19.24	70.84	19.1	18.22	58.04	38.27	27.17	16.96	15.26	30.55	24.01	18.44	40.14	10.99	41.23	19.49	37.28	40.73
37.82	45.02	59.51	42.61	61.15	63.06	15.03	54.9	27.23	58.17	64.29	73.05	52.79	35.18	36.9	52.72	62.42	48.76	52.79	40.63	64.53	55.01	50.14	63.22
19.11	9.49	47.24	26.18	28.02	38.28	7.42	42.58	25.19	18.36	21.01	46.88	20.07	18.1	13.79	34.01	34.74	40.92	27.92	31.53	27.0	12.86	27.65	37.27
2.94	7.63	15.45	6.61	45.61	45.51	24.07	41.36	55.38	14.23	86.56	14.56	2.96	25.7	2.94	33.9	31.01	33.71	41.26	12.86	75.13	24.77	31.45	22.44
12.87	16.45	35.0	18.21	43.33	35.0	37.71	35.0	30.13	10.83	58.28	30.93	28.67	12.04	51.5	51.5	50.7	13.38	35.0	35.0	43.33	7.66	28.67	43.33
22.57	31.33	34.21	21.72	71.62	71.62	10.93	58.69	46.33	17.47	31.33	43.33	25.55	40.07	20.66	69.53	23.0	31.33	25.55	53.85	71.62	11.15	58.69	69.53
36.41	18.14	47.88	37.49	35.82	34.3	37.28	33.54	37.58	37.58	34.3	32.89	32.04	37.49	16.66	43.6	37.49	38.21	36.71	35.82	32.89	32.11	41.98	37.49
20.78	24.2	11.91	31.86	34.49	27.49	12.41	34.14	29.29	18.87	45.04	18.41	19.44	30.16	19.27	21.66	12.49	12.63	18.9	19.03	35.02	8.98	20.08	25.07
9.75	10.14	9.67	18.15	18.15	18.15	10.14	18.15	15.86	6.44	18.15	18.15	16.4	14.46	16.4	16.4	18.15	15.86	18.15	10.14	18.15	8.45	10.14	18.15
18.56	43.65	50.71	44.28	53.96	52.49	10.28	57.56	39.0	14.78	54.25	42.98	21.24	29.37	5.02	41.11	22.49	24.96	48.07	13.75	57.56	18.58	19.11	41.47
6.61	8.05	13.83	13.38	13.83	13.83	24.84	52.66	13.38	12.45	13.83	13.83	13.38	6.15	6.59	8.55	13.83	13.26	7.14	12.45	13.83	8.23	22.03	12.87
36.79	43.33	36.79	43.33	65.55	73.11	3.66	72.42	51.5	73.11	65.55	72.42	73.11	27.88	65.55	64.14	65.55	73.11	43.33	65.55	72.42	26.64	73.11	43.33
16.45	25.75	25.56	24.41	14.25	21.22	13.09	18.21	11.72	16.15	14.25	9.62	12.31	30.29	9.8	32.49	11.13	13.82	17.86	14.61	25.05	18.98	15.54	12.31
33.57	39.27	68.7	69.54	80.32	80.32	62.08	71.12	68.7	23.3	90.39	73.4	54.08	27.77	49.42	68.7	69.54	65.18	47.19	50.48	81.49	35.37	58.05	81.48
53.49	41.28	31.63	47.1	37.07	48.88	26.36	75.45	29.37	28.31	75.45	65.36	44.9	52.8	25.6	53.49	48.88	22.73	33.65	32.45	65.36	10.79	44.9	28.09
38.81	38.81	72.86	72.86	50.72	72.86	9.17	50.72	63.02	46.85	58.64	41.63	72.86	38.81	5.33	58.74	37.26	72.86	58.64	53.36	58.64	72.86	72.86	58.64
33.9	38.99	26.14	31.53	42.42	42.05	25.12	32.69	48.18	27.48	55.0	40.26	21.85	45.75	25.86	44.47	46.06	38.32	35.57	49.81	53.6	32.6	47.14	52.36
23.38	27.0	15.77	14.43	17.44	24.61	21.91	22.22	9.05	11.34	31.79	18.04	22.54	13.82	6.12	15.77	14.17	14.74	23.36	21.91	24.61	5.91	16.63	23.76
18.95	22.87	44.28	56.14	28.19	38.62	15.46	52.11	27.84	15.23	55.93	6.58	44.12	28.32	14.69	38.89	35.99	42.91	56.4	45.82	42.21	13.55	49.19	34.81
4.89	18.78	12.88	19.81	28.91	13.52	4.99	100.0	16.89	5.32	83.02	4.99	3.47	7.38	5.82	30.43	4.89	4.82	12.87	26.15	29.71	5.41	5.71	31.31
29.87	4.8	8.87	5.69	47.29	32.6	3.93	25.82	37.95	3.95	47.29	32.62	36.24	10.95	9.87	15.32	18.44	26.97	35.12	18.56	35.3	17.74	34.05	12.5
13.26	20.64	43.33	19.56	57.58	38.72	20.6	33.65	37.95	7.18	28.11	53.46	20.64	7.19	17.03	37.95	19.56	37.95	37.6	13.13	33.65	10.83	21.14	62.98
8.13	17.47	48.83	37.7	73.69	48.83	10.05	57.07	58.59	58.59	40.99	48.83	21.97	14.47	16.76	37.7	48.83	27.09	26.2	12.19	91.31	6.92	27.09	91.31
30.65	16.62	4.97	29.58	43.81	51.09	16.2	39.72	21.69	9.17	27.53	29.53	7.72	12.17	15.3	11.03	25.38	23.15	35.37	58.34	45.76	30.6	48.25	57.18
42.31	58.28	61.05	61.05	82.42	61.05	58.28	82.42	53.13	58.28	82.42	61.05	45.79	33.89	32.28	82.42	61.05	53.61	61.05	61.05	82.42	43.6	44.8	61.05
19.25	13.46	46.66	29.74	60.57	46.66	9.17	86.66	6.92	13.16	86.66	39.68	9.4	23.45	15.43	86.66	42.46	9.17	52.54	44.22	60.57	11.31	66.06	19.69
45.69	33.07	54.34	54.34	80.41	66.18	47.88	80.41	63.69	44.37	100.0	26.38	56.72	42.99	35.57	54.27	32.48	37.05	26.38	54.9	84.14	68.14	76.07	76.07
52.83	58.83	51.78	34.47	51.78	51.78	12.47	51.78	31.15	24.8	51.78	45.05	20.46	40.57	50.44	51.78	49.47	7.47	39.17	40.88	51.78	12.4	19.92	45.05
33.62	23.4	35.13	16.04	50.95	78.99	21.24	78.99	43.65	33.99	78.99	51.02	15.76	13.53	47.7	43.78	43.58	46.08	50.92	26.21	67.34	16.84	21.17	65.02
12.51	14.74	11.74	10.24	37.79	36.57	13.5	56.24	12.09	5.28	34.83	14.05	14.05	15.76	12.08	14.05	13.6	15.98	14.39	18.09	30.3	23.8	30.39	19.72
30.09	24.97	32.81	36.1	46.02	44.21	6.6	52.4	49.82	20.04	55.25	37.37	24.14	19.63	12.95	37.72	35.91	30.97	27.48	28.58	37.09	18.4	28.3	53.23
14.07	13.93	23.86	5.19	23.86	40.49	5.77	40.49	13.25	4.72	40.49	39.88	5.05	4.97	5.36	29.62	13.6	6.34	5.3	6.34	40.49	29.62	10.41	32.6
28.55	23.81	65.12	38.62	60.48	65.12	34.17	100.0	41.4	27.54	94.2	54.83	44.64	19.63	38.24	56.54	54.83	49.19	64.53	43.08	94.2	33.06	36.52	31.32
4.11	6.82	24.34	44.55	61.71	58.64	4.77	58.64	15.64	7.97	61.71	37.51	11.14	3.26	3.7	47.7	40.47	11.21	42.29	9.57	61.71	7.5	38.24	47.7
21.02	14.46	45.26	39.35	38.25	58.59	53.44	38.25	40.53	23.4	10.27	58.59	40.53	33.26	6.81	58.59	36.16	17.24	30.58	26.2	58.59	31.46	38.25	58.59
37.14	49.65	42.8	24.31	43.28	45.09	9.6	47.07	17.14	32.37	49.99	31.42	29.21	28.67	35.51	41.96	41.57	31.63	29.08	47.11	41.5	9.72	38.63	35.76
50.31	8.49	55.73	32.76	54.9	25.25	23.28	25.25	19.75	5.54	54.9	25.25	7.64	8.25	17.0	33.37	11.27	17.78	17.54	15.07	60.97	11.36	20.61	55.73
17.42	27.38	73.49	47.09	47.09	100.0	24.74	67.04	27.38	27.38	100.0	29.81	27.38	17.42	26.52	34.53	100.0	22.27	47.09	17.42	100.0	27.38	24.34	100.0
12.83	39.79	49.06	33.28	55.8	37.7	21.84	67.31	14.66	11.21	66.04	48.94	5.38	9.24	16.35	53.1	12.87	29.04	11.66	38.49	43.42	11.33	27.1	65.55
25.58	28.69	25.95	38.22	37.73	37.74	19.96	28.38	29.91	15.3	38.14	32.28	22.05	37.56	21.59	31.07	28.76	22.99	28.69	28.98	39.92	34.2	26.27	26.87
47.38	31.24	55.38	23.71	68.94	55.93	47.38	56.43	23.55	9.64	79.64	57.93	51.35	51.35	24.24	54.12	53.38	13.67	53.54	10.41	66.0	12.1	51.35	66.16
24.35	15.56	17.4	23.67	32.21	33.08	4.63	47.85	24.14	4.67	19.26	20.16	31.77	36.19	28.18	32.64	20.67	27.12	17.12	29.21	21.46	4.08	33.51	38.16
6.86	13.48	36.22	12.49	26.42	27.29	13.67	48.82	30.23	20.13	12.4	13.92	36.66	6.86	21.06	35.93	30.47	36.66	13.38	32.22	23.55	7.18	24.7	28.73
41.52	41.93	58.45	88.12	73.93	73.93	40.16	80.92	50.78	29.58	73.93	66.64	55.76	39.94	43.9	69.7	57.97	57.25	66.64	45.04	76.71	29.84	54.81	61.44
52.66	31.54	39.07	37.07	39.07	39.07	34.08	52.66	49.74	35.42	72.72	39.07	67.03	12.01	25.46	39.07	30.27	36.62	37.07	76.12	48.42	21.4	67.03	40.02
7.11	7.11	4.5	5.6	22.72	27.19	6.96	21.28	6.8	6.29	22.72	23.93	13.08	4.45	4.97	7.32	4.55	19.23	22.37	38.28	22.27	15.73	5.86	22.27
47.44	24.11	54.34	48.44	76.69	92.11	32.57	100.0	51.6	39.57	84.03	62.17	65.33	15.03	56.47	86.61	69.18	51.19	41.79	44.27	92.11	46.84	54.42	84.03
33.89	35.78	38.32	55.58	74.3	74.3	32.08	72.75	22.93	9.5	74.3	48.59	26.67	31.09	40.33	44.48	44.13	10.93	25.47	29.93	74.3	38.1	41.6	74.3
36.74	47.62	64.94	59.74	84.93	88.75	30.62	100.0	70.06	56.09	78.46	76.28	22.83	16.0	59.75	82.99	25.97	32.49	66.69	29.45	70.41	31.13	92.11	77.75
9.6	36.9	58.01	37.64	67.98	69.74	24.55	72.61	18.86	28.65	70.05	41.28	40.32	18.31	41.01	58.59	33.73	40.44	43.37	44.73	72.61	15.05	34.75	54.79
10.73	56.1	61.6	91.31	54.97	59.38	23.27	54.97	61.58	66.02	68.5	73.75	47.22	46.09	18.21	49.55	60.11	41.94	51.03	60.12	61.6	31.37	19.32	66.83
58.57	55.96	57.62	88.84	57.62	55.96	64.49	57.62	64.56	64.56	88.84	57.62	88.84	36.09	60.29	87.52	88.84	88.84	88.84	87.52	71.18	88.84	57.62	57.62
26.26	33.99	50.94	36.81	64.28	75.27	11.91	70.91	50.78	25.02	64.28	51.51	13.48	38.13	21.51	46.12	30.59	38.99	64.52	25.47	55.22	32.89	35.08	49.03
43.48	43.31	53.74	52.66	51.41	43.24	40.68	61.65	32.79	38.93	51.62	37.86	49.5	29.12	60.03	51.95	48.35	46.69	49.26	6.35	49.31	39.88	42.24	53.68
16.32	5.56	5.03	4.27	17.27	33.67	19.21	34.15	11.9	8.7	41.68	22.73	7.77	8.07	31.49	17.5	6.15	6.27	8.87	21.87	38.95	8.0	5.65	5.11
40.02	26.45	32.94	47.3	45.06	39.12	17.17	39.19	36.93	25.77	35.4	29.61	34.73	34.86	26.35	43.43	34.41	32.94	23.06	19.34	34.41	35.8	40.02	36.48
18.0	29.27	100.0	48.62	100.0	100.0	11.16	100.0	52.01	29.53	100.0	52.86	38.22	11.63	58.68	58.22	57.38	23.44	86.56	43.87	81.65	5.2	31.22	58.89
56.66	34.39	41.33	45.01	60.45	54.4	33.58	78.57	28.47	16.5	57.7	45.01	35.3	19.31	47.04	42.44	22.47	19.32	42.57	30.81	71.99	5.7	30.78	36.91
16.43	34.86	35.17	31.39	39.12	42.26	23.21	55.86	20.41	12.36	62.89	32.1	22.77	9.22	26.83	42.26	24.91	17.79	21.36	22.78	42.56	17.79	35.84	52.58
19.77	48.04	39.93	45.52	44.4	37.25	11.89	55.75	43.27	21.26	41.81	37.16	34.43	26.85	28.51	43.49	30.3	31.9	33.81	28.57	46.73	11.4	34.43	46.73
23.28	23.42	56.42	24.0	35.46	27.22	14.91	23.71	28.3	4.71	46.43	45.81	6.65	12.58	14.75	28.98	16.45	22.71	19.69	40.69	61.79	10.41	27.97	31.28
22.15	45.05	59.75	45.05	75.76	75.76	22.15	75.76	57.3	22.15	75.76	60.02	37.88	30.45	38.37	45.05	60.02	23.8	32.23	37.92	75.76	22.15	57.3	59.75
30.3	12.57	34.81	28.72	59.12	51.4	16.88	72.35	64.63	16.88	64.94	53.59	15.87	38.47	20.84	59.12	72.08	29.7	60.11	26.35	82.07	28.43	29.53	58.62
6.57	6.31	6.26	19.59	5.99	19.74	4.43	33.59	3.93	9.74	82.87	8.01	3.98	4.3	7.53	33.38	6.0	6.2	8.67	5.54	16.26	5.16	6.05	8.56
28.31	19.46	57.2	19.35	53.15	59.11	39.91	85.83	47.85	66.29	92.79	33.98	55.22	31.71	32.59	65.97	45.95	42.33	34.25	57.96	69.51	20.61	36.47	62.87
10.51	29.24	32.62	17.8	26.68	21.89	3.77	19.27	8.1	8.02	26.81	15.59	15.05	13.68	15.05	25.49	14.63	10.89	11.44	42.26	25.75	11.89	20.4	52.75
16.77	12.45	17.09	21.65	44.34	61.45	28.31	75.95	21.87	11.96	82.68	23.84	14.73	26.99	14.27	52.59	36.67	16.42	24.8	28.01	64.21	15.39	34.39	14.6
31.85	26.99	33.94	30.57	37.45	44.77	18.45	54.7	36.0	27.47	41.88	42.35	36.82	28.45	20.55	40.69	34.3	32.85	23.24	40.3	55.87	21.41	36.89	43.96
13.83	52.66	28.05	53.28	23.03	73.11	17.79	19.68	6.92	12.95	21.78	26.17	11.72	21.15	18.32	19.68	11.63	12.16	19.68	19.68	21.78	17.79	12.95	13.49
16.27	16.39	48.76	43.8	36.63	35.93	17.48	41.56	20.95	15.54	36.63	28.79	15.62	33.19	21.99	24.94	24.51	32.34	23.74	16.12	59.75	16.07	20.16	51.01
10.83	15.97	31.87	31.73	29.39	30.87	20.85	27.39	9.95	16.99	35.43	15.93	20.62	5.98	8.98	25.59	25.03	15.41	15.56	18.19	23.66	8.32	20.33	27.85
7.44	8.51	61.48	10.83	22.05	54.24	13.32	72.42	18.39	43.33	80.03	22.05	37.03	10.83	14.23	10.66	37.52	30.38	22.05	9.1	64.14	20.95	12.87	61.48
24.38	24.38	31.75	9.04	73.49	73.49	54.52	100.0	24.38	11.31	100.0	43.82	8.91	20.45	36.36	34.58	54.52	20.71	43.82	22.89	100.0	9.26	32.65	100.0
39.36	41.26	44.46	36.69	49.5	42.73	35.63	59.99	38.92	35.53	62.51	42.6	37.21	43.76	30.93	44.21	37.98	42.6	38.97	37.43	59.28	32.33	37.35	34.3
39.77	29.59	40.47	33.66	52.09	47.37	28.69	52.09	39.77	29.87	49.78	39.77	33.66	27.24	26.22	35.14	32.02	13.85	44.24	44.79	52.09	29.13	30.26	44.24
65.15	33.36	46.19	20.76	85.79	59.78	49.6	59.78	81.37	50.69	59.78	67.09	16.68	44.13	56.43	59.78	37.3	12.15	80.32	44.13	59.78	56.85	65.15	38.09
33.72	17.56	23.44	35.9	77.63	60.58	8.47	45.87	60.58	30.47	60.58	77.63	37.64	17.11	13.54	60.58	25.94	8.92	29.13	23.44	77.63	25.94	30.73	60.58
18.78	9.49	23.21	17.93	17.9	33.17	3.11	21.98	19.81	13.43	26.81	16.07	13.81	9.26	20.28	36.71	18.08	4.48	16.2	5.63	28.62	6.02	24.74	12.64
12.05	13.5	7.65	25.04	27.11	36.58	10.82	28.13	26.74	17.1	27.11	8.79	8.55	16.45	17.94	19.16	11.43	12.51	9.15	8.25	35.25	7.94	12.5	24.29
10.33	8.22	13.75	6.61	80.59	28.47	17.1	100.0	27.07	5.5	75.82	12.77	12.02	7.98	13.3	57.61	10.33	18.9	10.16	24.55	86.46	7.91	10.92	80.59
5.65	16.68	30.62	16.91	53.73	25.75	21.21	13.92	15.44	5.41	18.0	18.0	19.84	11.64	11.31	18.0	18.0	14.64	4.72	8.51	18.0	42.31	8.55	18.0
40.56	39.58	47.2	47.2	44.97	51.82	48.02	48.77	39.61	31.41	34.31	42.95	39.46	13.02	37.47	42.95	42.95	41.42	45.97	44.97	36.86	29.65	42.95	35.19
48.88	25.27	48.88	9.08	70.17	48.33	38.66	100.0	16.06	9.08	100.0	26.45	16.06	16.9	16.06	16.06	26.45	37.41	43.67	38.16	100.0	9.03	16.06	70.17
20.1	19.1	28.74	38.5	19.41	17.1	41.21	20.75	53.17	18.48	20.75	26.21	34.85	53.88	14.45	20.1	53.17	15.38	20.1	31.54	22.3	19.1	53.88	19.41
3.0	5.29	26.24	7.76	35.18	28.08	2.36	35.83	6.23	2.16	34.98	27.25	9.85	8.38	6.44	23.08	23.08	2.56	9.85	32.2	29.53	11.95	6.61	21.31
30.62	28.3	42.5	28.39	69.11	40.92	28.98	55.4	42.33	37.94	44.98	41.24	38.79	32.16	29.28	53.93	37.16	25.77	37.16	32.19	67.52	33.31	39.92	64.72
18.23	17.43	27.4	30.19	30.89	30.89	21.8	49.11	21.18	16.17	58.4	30.89	14.59	10.76	21.69	28.07	19.58	9.51	24.81	26.2	49.11	12.16	26.33	23.05
28.84	37.73	38.8	23.23	39.87	39.58	24.46	39.87	25.33	16.49	45.11	44.62	26.99	9.6	27.94	34.67	43.23	10.44	54.99	40.64	46.77	26.3	23.87	53.22
21.52	11.64	14.83	28.86	21.2	21.69	26.8	28.88	20.98	14.38	21.49	14.06	19.91	11.82	10.31	17.95	21.48	20.02	19.91	15.31	20.98	10.77	20.66	20.51
3.11	18.49	11.62	18.73	48.84	44.98	2.33	51.81	10.66	7.95	60.55	18.22	8.36	2.77	8.22	26.51	8.81	21.95	19.56	8.93	44.65	2.7	8.84	31.45
23.72	33.94	51.64	53.36	53.36	61.16	56.17	66.3	39.45	31.77	64.86	53.36	47.58	25.8	40.51	53.36	53.36	41.72	54.51	43.61	66.3	35.99	53.36	39.48
34.75	26.66	27.46	34.75	26.66	34.75	26.66	34.75	34.75	26.66	100.0	34.75	34.75	7.14	21.19	26.66	34.75	46.92	26.66	34.75	100.0	29.5	26.66	34.75
39.52	63.82	73.9	48.24	100.0	87.25	10.31	100.0	39.9	6.46	100.0	73.9	28.01	48.62	45.47	73.9	36.42	50.63	63.5	34.49	100.0	50.29	29.22	39.52
23.6	4.27	17.93	19.08	53.23	31.82	18.83	55.44	8.66	24.01	66.81	30.38	21.0	36.43	32.31	32.36	15.05	9.79	3.9	19.52	56.08	2.43	14.12	28.71
