SOURCE_SHEET;TERM NUMBER;TYPE OF ABBREVIATED FORM;IT EXAMPLE;IT TERM;STANDARDISED/RECOMMENDED FULL FORM;TARGET HYPOTHESIS (DE SOUTH TYROL);OTHER TERMS SOUTH TYROL (CSV);TERMS FROM OTHER LEGAL SYTEMS (CSV);test_predictions
abbreviated forms;5;initialism;Il datore di lavoro e i dirigenti hanno l’obbligo di consultare gli R.L.S. sostanzialmente nell’ambito di tutte le scelte in relazione la salute e sicurezza sul lavoro.;R.L.S.;no;Sicherheitssprecher;AVAS, Arbeitnehmervertreter für Sicherheit, Arbeitnehmervertreter für Arbeitsschutz;;"""Der Arbeitgeber und die Führungskräfte sind verpflichtet, die RL im Wesentlichen im Rahmen aller Arztwahlen in Bezug auf Gesundheit und Sicherheit am Arbeitsplatz zu befragen."""
abbreviated forms;6;acronym;Il DUVRI deve essere aggiornato nel caso si ravvisino nuovi rischi da interferenza.;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Die EEVRI muss aktualisiert werden, wenn neue Interferenzenrisiken auftreten."""
abbreviated forms;6;acronym;L'obbligo di redigere il DUVRI scatta quando il Datore di lavoro di un'azienda committente affida lo svolgimento di lavori o servizi all'interno del proprio luogo di lavoro ad un'impresa appaltatrice o lavoratori autonomi.;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Die Pflicht zur Abfassung der DUVRI erfolgt, wenn der Arbeitgeber eines auftraggebenden Betriebes die Durchführung von Arbeiten oder Dienstleistungen innerhalb des eigenen Arbeitsplatzes einem Vergabesunternehmen oder Selbständigen anvertraut."""
abbreviated forms;6;acronym;Esistono dei casi, individuati dal Testo Unico, in cui non è obbligatorio redigere il DUVRI.;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Es gibt Fälle, die im Einheitstext festgelegt sind und in denen die Ausarbeitung der EEVRI nicht vorgeschrieben ist."""
abbreviated forms;6;acronym;A differenza del DVR, il DUVRI non è un documento legato all’azienda ma ad una specifica attività, all’interno della quale cooperano due o più imprese diverse. ;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Im Unterschied zum DPR ist die DUVRI nicht ein Dokument, das an den Betrieb gebunden ist, sondern eine spezifische Tätigkeit, in welcher zwei oder mehrere verschiedene Unternehmen mitarbeiten."""
abbreviated forms;6;acronym;La stazione appaltante si riserva la possibilità, dopo aver valutato le singole modifiche suggerite, di procedere alla stesura di un nuovo DUVRI.;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Die Vergabestelle behält sich die Möglichkeit vor, nach Bewertung der einzelnen angebrachten Änderungen eine neue EUVRI zu verfassen."""
abbreviated forms;6;acronym;Il Duvri deve essere aggiornato nel caso si ravvisino nuovi rischi da interferenza. ;Duvri;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Die Wohnung muss auf den neuesten Stand gebracht werden, wenn neue Risiken durch Interferenzen auftreten."""
abbreviated forms;6;acronym;L'obbligo di redigere il Duvri scatta quando il Datore di lavoro di un'azienda committente affida lo svolgimento di lavori o servizi all'interno del proprio luogo di lavoro ad un'impresa appaltatrice o lavoratori autonomi.;Duvri;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Die Verpflichtung zur Abfassung eines Duvri-Auftrages entfällt, wenn der Arbeitgeber eines auftraggebenden Betriebes die Durchführung von Arbeiten oder Dienstleistungen innerhalb des eigenen Arbeitsplatzes einem Vergabesunternehmen oder Selbständigen anvertraut."""
abbreviated forms;6;acronym;Esistono dei casi, individuati dal Testo Unico, in cui non è obbligatorio redigere il Duvri.;Duvri;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Es gibt Fälle, die im Einheitstext festgelegt sind und in denen ein Duvri nicht verfasst werden muss."""
abbreviated forms;6;acronym;A differenza del DVR, il Duvri non è un documento legato all’azienda ma ad una specifica attività, all’interno della quale cooperano due o più imprese diverse.;Duvri;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Im Unterschied zum DPR ist das Dokument nicht ein Dokument, das an den Betrieb gebunden ist, sondern eine spezifische Tätigkeit, in welcher zwei oder mehrere verschiedene Unternehmen mitarbeiten."""
abbreviated forms;6;acronym;La stazione appaltante si riserva la possibilità, dopo aver valutato le singole modifiche suggerite, di procedere alla stesura di un nuovo Duvri.;Duvri;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Die Vergabestelle behält sich die Möglichkeit vor, nach Beurteilung der einzelnen angebrachten Änderungen einen neuen Duvri zu erstellen."""
abbreviated forms;6;acronym;Il D.U.V.R.I. deve essere aggiornato nel caso si ravvisino nuovi rischi da interferenza.;D.U.V.R.I.;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Das D.U.V.R.I. muss aktualisiert werden, falls neue Interferenzenrisiken festgestellt werden."""
abbreviated forms;6;acronym;L'obbligo di redigere il D.U.V.R.I. scatta quando il Datore di lavoro di un'azienda committente affida lo svolgimento di lavori o servizi all'interno del proprio luogo di lavoro ad un'impresa appaltatrice o lavoratori autonomi.;D.U.V.R.I.;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Die Pflicht zur Abfassung des D.U.R.I. wird entstanden, wenn der Arbeitgeber eines auftraggebenden Betriebes die Durchführung von Arbeiten oder Dienstleistungen innerhalb des eigenen Arbeitsplatzes einem Vergabesunternehmen oder Selbständigen anvertraut."""
abbreviated forms;6;acronym;Esistono dei casi, individuati dal Testo Unico, in cui non è obbligatorio redigere il D.U.V.R.I.;D.U.V.R.I.;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Es gibt Fälle, die im Einheitstext festgelegt sind und in denen das Dekret der Republik I nicht abzufassen ist."""
abbreviated forms;6;acronym;A differenza del D.V.R., il D.U.V.R.I. non è un documento legato all’azienda ma ad una specifica attività, all’interno della quale cooperano due o più imprese diverse.;D.U.V.R.I.;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Im Unterschied zum D.V.R. ist das D.U.R.I. nicht ein Dokument, das an den Betrieb gebunden ist, sondern an eine spezifische Tätigkeit, in der zwei oder mehrere Unternehmen mitarbeiten."""
abbreviated forms;6;acronym;La stazione appaltante si riserva la possibilità, dopo aver valutato le singole modifiche suggerite, di procedere alla stesura di un nuovo D.U.V.R.I.;D.U.V.R.I.;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Die Vergabestelle behält sich die Möglichkeit vor, nach Bewertung der einzelnen angebrachten Änderungen ein neues Dekret der Republik I zu erstellen."""
abbreviated forms;6;acronym + full form;Il DUVRI - Documento Unico di Valutazione dei Rischi da Interferenze - deve essere aggiornato nel caso si ravvisino nuovi rischi da interferenza.;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Das EUVRI - Einheitsdokument zur Bewertung der Risiken aus Interferenzen - muss aktualisiert werden, wenn neue Risiken durch Interferenzen auftreten."""
abbreviated forms;6;acronym + full form;L'obbligo di redigere il DUVRI (Documento unico di valutazione dei rischi da interferenze) scatta quando il Datore di lavoro di un'azienda committente affida lo svolgimento di lavori o servizi all'interno del proprio luogo di lavoro ad un'impresa appaltatrice o lavoratori autonomi.;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Die Pflicht zur Erstellung des DUVRI (Einheitliches Dokument zur Risikobewertung durch Interferenzen) erfolgt, wenn der Arbeitgeber eines auftraggebenden Betriebes die Durchführung von Arbeiten oder Dienstleistungen innerhalb des eigenen Arbeitsplatzes einem Auftragnehmer oder Selbständigen anvertraut."""
abbreviated forms;6;acronym + full form;Esistono dei casi, individuati dal Testo Unico, in cui non è obbligatorio redigere il Documento Unico di Valutazione dei Rischi da Interferenze (D.U.V.R.I.).;D.U.V.R.I.;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Es gibt eine vom Einheitstext festgelegte Fälle, in denen es nicht Pflicht ist, das Einheitsprotokoll zur Bewertung der Risiken durch Interferenzen (D.U.V.R.I.) zu verfassen."""
abbreviated forms;6;acronym + full form;A differenza del D.V.R., il Documento unico di valutazione dei rischi da interferenze (D.U.V.R.I.) non è un documento legato all’azienda ma ad una specifica attività, all’interno della quale cooperano due o più imprese diverse.;D.U.V.R.I.;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Im Unterschied zum D.V.R. ist das einheitliche Dokument der Risikobewertung durch Interferenzen (D.U.V.R.I.) nicht ein Dokument, das an den Betrieb gebunden ist, sondern eine spezifische Tätigkeit, in welcher zwei oder mehrere verschiedene Unternehmen mitarbeiten."""
abbreviated forms;6;acronym + full form;La stazione appaltante si riserva la possibilità, dopo aver valutato le singole modifiche suggerite, di procedere alla stesura di un nuovo DUVRI (Documento unico di valutazione dei rischi da interferenze).;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;"""Die Vergabestelle behält sich die Möglichkeit vor, nach Beurteilung der einzelnen angebrachten Änderungen eine neue EUVRI (Einheitliches Dokument zur Bewertung der Risiken durch Interferenzen) zu erstellen."""
abbreviated forms;7;initialism;Il DVR è un documento versatile e flessibile che deve adattarsi alle caratteristiche dell'azienda, in termini sia di contenuti sia di periodicità della revisione.;DVR;no;Dokument der Risikobewertung;;;"""Der DPR ist ein ein schlammiges und flexibles Dokument, das den Merkmalen des Betriebes angepasst werden muss, und zwar sowohl inhaltlich als auch in regelmäßigen Abständen der Überprüfung."""
abbreviated forms;7;initialism;Lo scopo del DVR è quello di garantire la sicurezza sul lavoro, identificando i rischi e individuando le misure di sicurezza da adottare per prevenire e contenere gli infortuni sul lavoro e le malattie professionali.;DVR;no;Dokument der Risikobewertung;;;"""Ziel des DPR ist es, die Arbeitssicherheit zu gewährleisten, indem die Risiken festgestellt und die zu ergreifenden Sicherheitsmaßnahmen zur Vorbeugung und Einschränkung von Arbeitsunfällen und Berufskrankheiten festgelegt werden."""
abbreviated forms;7;initialism;Sono esonerate dall’obbligo di redigere il DVR le aziende che non hanno dipendenti, come le imprese familiari e i liberi professionisti.;DVR;no;Dokument der Risikobewertung;;;"""Von der Pflicht zur Erstellung des DPR sind jene Betriebe befreit, die keine Bediensteten haben, wie Familienunternehmen und Freiberufler."""
abbreviated forms;7;initialism;In caso di un DVR incompleto o carente, le sanzioni possono arrivare fino a € 4.384,00.;DVR;no;Dokument der Risikobewertung;;;"""Bei einem unvollständigen oder unvollständigen DPRA können die Strafen bis zu 4.384,00 € erreichen."""
abbreviated forms;7;initialism;La valutazione dei rischi e la successiva redazione del DVR è uno degli obblighi principali di ogni Datore di Lavoro.;DVR;no;Dokument der Risikobewertung;;;Die Risikobewertung und die spätere Abfassung des DPR ist eine der wichtigsten Pflichten jedes Arbeitgebers.
abbreviated forms;7;initialism;Il D.V.R. è un documento versatile e flessibile che deve adattarsi alle caratteristiche dell'azienda, in termini sia di contenuti sia di periodicità della revisione.;D.V.R.;no;Dokument der Risikobewertung;;;"""Das D.V.R. ist ein einfaches und flexibles Dokument, das den Merkmalen des Betriebes angepasst werden muss, und zwar sowohl inhaltlich als auch in regelmäßigen Abständen der Überprüfung."""
abbreviated forms;7;initialism;Lo scopo del D.V.R. è quello di garantire la sicurezza sul lavoro, identificando i rischi e individuando le misure di sicurezza da adottare per prevenire e contenere gli infortuni sul lavoro e le malattie professionali.;D.V.R.;no;Dokument der Risikobewertung;;;"""Ziel des D.V.R. ist es, die Arbeitssicherheit zu gewährleisten, indem die Risiken festgestellt und die zu treffenden Sicherheitsmaßnahmen zur Vorbeugung und Einschränkung von Arbeitsunfällen und Berufskrankheiten festgelegt werden."""
abbreviated forms;7;initialism;Sono esonerate dall’obbligo di redigere il D.V.R. le aziende che non hanno dipendenti, come le imprese familiari e i liberi professionisti.;D.V.R.;no;Dokument der Risikobewertung;;;"""Von der Pflicht zur Erstellung des D.V.R. sind jene Betriebe befreit, die keine Bediensteten haben, wie Familienunternehmen und Freiberufler."""
abbreviated forms;7;initialism;In caso di un D.V.R. incompleto o carente, le sanzioni possono arrivare fino a € 4.384,00.;D.V.R.;no;Dokument der Risikobewertung;;;"""Bei einem unvollständigen oder unterversorgten D.V.R. können die Strafen bis zu 4.384,00 € erreichen."""
abbreviated forms;7;initialism;La valutazione dei rischi e la successiva redazione del D.V.R. è uno degli obblighi principali di ogni Datore di Lavoro.;D.V.R.;no;Dokument der Risikobewertung;;;Die Risikobewertung und die spätere Erstellung des D.V.R. ist eine der wichtigsten Pflichten jedes Arbeitgebers.
abbreviated forms;8;abbreviation;La presente delibera sarà pubblicata nel Bollettino Ufficiale della Regione Trentino Alto Adige ai sensi dell’art. 28 della Legge Provinciale 22 ottobre 1993, n. 17 e ss.mm.ii., trattandosi di un atto che interessa la generalità.;ss.mm.ii.;no;i.g.F.;in geltender Fassung;;"""Dieser Beschluss wird im Amtsblatt der Region Trentino-Südtirol gemäß Art. 28 des Landesgesetzes vom 22. Oktober 1993, Nr. 17, i.g.F. veröffentlicht, wenn es sich um einen Akt handelt, der die Allgemeinheit betrifft."""
abbreviated forms;8;abbreviation;In caso di revoca, decadenza, ovvero rinuncia, ai sensi dell’art. 7 della l.p. 16/85 e ss.mm.ii., i tempi e le modalità di cessazione dei servizi saranno stabilite con apposito provvedimento dell’assessore provinciale.;ss.mm.ii.;no;i.g.F.;in geltender Fassung;;"""Bei Widerruf, Verfall oder Verzicht im Sinne des Art. 7 des L.G. 16/85 und Änderungen der Änderungen werden die Zeiten und Modalitäten für die Beendigung der Dienste mit eigener Maßnahme des Landesrates festgelegt."""
abbreviated forms;8;abbreviation;La Delibera dispone la sospensione dell’irrogazione della sanzione amministrativa di cui al comma 2 dell’articolo 36/bis della legge provinciale n. 7/2001, così come recepita dalla Delibera della Giunta Provinciale del 03 luglio 2018, n. 657 e ss.mm.ii.;ss.mm.ii.;no;i.g.F.;in geltender Fassung;;"""Der Beschluss verfügt die Aussetzung der Verhängung der Verwaltungsstrafe laut Artikel 36/bis Absatz 2 des Landesgesetzes Nr. 7/2001, so wie sie mit Beschluss der Landesregierung vom 03. Juli 2018, Nr. 657 i.d.g.F. umgesetzt wurde."""
abbreviated forms;8;abbreviation;L'articolo 2, comma 2 della legge provinciale n. 16/2015 e ss.mm.ii. individua gli enti obbligati ovvero legittimati all’utilizzo delle convenzioni quadro ACP.;ss.mm.ii.;no;i.g.F.;in geltender Fassung;;"""Artikel 2 Absatz 2 des Landesgesetzes Nr. 16/2015 i.d.g.F. bestimmt die Körperschaften, die zur Anwendung der Rahmenvereinbarungen der A.B. verpflichtet sind oder zur Verfügung stehen."""
abbreviated forms;8;abbreviation;Nella procedura negoziata, la migliore offerta verrà selezionata ai sensi dell’art. 33 della L.P. n. 16/2015 e ss.mm.ii. con il criterio dell’offerta economicamente più vantaggiosa.;ss.mm.ii.;no;i.g.F.;in geltender Fassung;;Im Verhandlungsverfahren wird das beste Angebot gemäß Art. 33 des L.G. Nr. 16/2015 und ff.F. nach dem Kriterium des wirtschaftlich günstigsten Angebots ausgewählt.
abbreviated forms;8;abbreviation;A livello provinciale è stata introdotta una semplificazione con l’inserimento dell’art. 27 comma 4/bis della L.P. n. 16/2015 e s.m.i.;s.m.i.;no;i.g.F.;in geltender Fassung;;Auf Landesebene wurde eine Vereinfachung mit der Einfügung des Art. 27 Abs. 4/bis des LG Nr. 16/2015 i.d.g.F. eingeführt.
abbreviated forms;8;abbreviation;Sono ammissibili a finanziamento pubblico progetti formativi finalizzati a favorire la qualificazione o la riqualificazione professionale per il conseguimento del Diploma di Qualifica di Operatore Socio-sanitario/Operatrice Socio-sanitaria ai sensi dell’art. 20 della DGP 1027/2018 e s.m.i.;s.m.i.;no;i.g.F.;in geltender Fassung;;Förderfähig sind öffentliche Ausbildungsprojekte zur Förderung der beruflichen Qualifikation oder Umschulung zur Erlangung des Diploms eines Sozialbetreuers/einer Sozialbetreuerin im Sinne des Art. 20 des BLR 1027/2018 i.d.g.F.
abbreviated forms;8;abbreviation;Per le procedure negoziate di lavori, forniture e servizi di cui agli artt. 17 e 26 della L.P. n. 16/2015 e s.m.i. le stazioni appaltanti hanno la facoltà di non applicare le formule per il calcolo dell’anomalia delle offerte di cui alla presente linea guida.;s.m.i.;no;i.g.F.;in geltender Fassung;;"""Für die Verhandlungsverfahren für Bauleistungen, Lieferungen und Dienstleistungen laut Art. 17 und 26 des LG Nr. 16/2015 i.d.g.F. können die Vergabestellen die Formeln für die Berechnung der ungewöhnlich niedrigen Angebote laut dieser Angebote nicht anwenden."""
abbreviated forms;8;abbreviation;Il valore del corrispettivo per dette prestazioni è calcolato sulla base del DM 17.06.2016 e s.m.i. e della DGP n. 1308/2014 e s.m.i.;s.m.i.;no;i.g.F.;in geltender Fassung;;Der Preis für diese Leistungen wird auf der Grundlage des MD vom 17.06.2016 i.d.g.F. und des BLR Nr. 13kWh i.g.F. berechnet.
abbreviated forms;8;abbreviation;A norma del decreto legislativo n. 33/2013 e s.m.i. come modificato dal decreto legislativo n. 97/2016 e s.m.i., la trasparenza va intesa come accessibilità totale dei dati e dei documenti detenuti dalle Pubbliche Amministrazioni.;s.m.i.;no;i.g.F.;in geltender Fassung;;"""Gemäß gesetzesvertretendem Dekret Nr. 3113 i.d.g.F., abgeändert mit gesetzesvertretendem Dekret Nr. 97/2016 i.g.F., ist die Transparenz als vollständiger Zugang zu den Daten und Unterlagen zu verstehen, die von den öffentlichen Verwaltungen verwahrt werden."""
abbreviated forms;9;abbreviation;All’art. 13 ter, punto 7 del decreto sono riportate le diposizioni per le unità immobiliari ad uso abitativo oggetto di locazione per finalità turistiche.;art.;no;Art.;Artikel;;"""In Art. 13ter Punkt 7 des Dekrets werden die Bestimmungen für die Wohnungseinheiten, die zu touristischen Zwecken vermietet werden, angeführt."""
abbreviated forms;9;abbreviation;L’art. 43, comma 4-bis proroga il termine per gli adeguamenti statutari.;art.;no;Art.;Artikel;;Art. 43 Abs. 4/bis verlängert die Frist für die Anpassungen an die Satzung.
abbreviated forms;9;abbreviation;L’art. 4 del d.lgs. n. 117/2017 definisce l’ente del Terzo settore quale ente privato che, senza scopo di lucro, persegue finalità civiche, solidaristiche e di utilità sociale.;art.;no;Art.;Artikel;;"""Art. 4 des GvD Nr. 117/2017 bestimmt die Körperschaft des Dritten Sektors als private Körperschaft, die ohne Gewinnabsicht Zielsetzungen der Bevölkerung, der Sozialhilfe und der sozialen Nutzung verfolgt."""
abbreviated forms;9;abbreviation;L’autorizzazione alla cancellazione del vincolo di cui all’art. 7, l.p. n. 1/78 risp. di cui all’art. 79, l.p. n. 13/97 viene rilasciata, previo parere positivo del Comune, dal direttore di Ripartizione.;art.;no;Art.;Artikel;;"""Die Ermächtigung zur Löschung der Bindung laut Art. 7, L.G. Nr. 1/78 bzw. Art. 79 L.G. Nr. 13/97 wird nach positivem Gutachten der Gemeinde vom Abteilungsdirektor erteilt."""
abbreviated forms;9;abbreviation;Chiunque vende al dettaglio oggetti di metalli preziosi espone un cartello indicante, in cifre, in maniera chiara e ben visibile, i relativi titoli (art. 4.6, DPR 150/02).;art.;no;Art.;Artikel;;"""Wer Edelmetallartikel im Einzelhandel verkauft, muss ein Schild mit den entsprechenden Wertpapieren in Ziffern ausweisen (Art. 4.6, DPR 150/02)."""
abbreviated forms;9;abbreviation;In tale prospettiva, gli artt. 55, 56 e 57 del Codice del Terzo settore individuano una misura di sostegno ed integrazione fra ente del Terzo settore e pubbliche amministrazioni.;artt.;no;Art.;Artikel;;"""In dieser Hinsicht bestimmen die Artikel 55, 56 und 57 des Dritten Sektorskodex eine Unterstützungs- und Integrationsmaßnahme zwischen Körperschaften des Dritten Sektors und öffentlichen Verwaltungen."""
abbreviated forms;9;abbreviation;Le modalità per l'esercizio di tutti i diritti da parte degli interessati sono stabilite, in via generale, negli artt. 11 e 12 del regolamento.;artt.;no;Art.;Artikel;;Die Modalitäten für die Ausübung aller Rechte durch die Betroffenen werden allgemein in den Artikeln 11 und 12 der Verordnung festgelegt.
abbreviated forms;9;abbreviation;È indetta dal Consorzio gara con procedura aperta per l’affidamento ai sensi degli artt. 180 e 183, comma 15, d.lgs. n. 50/2016 della concessione per la progettazione e realizzazione del lotto 2.;artt.;no;Art.;Artikel;;Der Verband wird vom Wettbewerbsverband mit offenen Verfahren zur Vergabe der Baukonzession gemäß Art. 180 und 183 Absatz 15 GvD Nr. 50/2016 für die Planung und Realisierung des Bauloses ausgeschrieben.
abbreviated forms;9;abbreviation;Una tutela contro le clausole vessatorie si rinviene altresì all’interno del Codice Civile, che agli artt. 1341 e 1342 disciplina l’efficacia delle condizioni generali di contratto.;artt.;no;Art.;Artikel;;"""Ein Schutz gegen die Schutzklauseln wird auch im Bürgerlichen Gesetzbuch vorgesehen, welches in den Artikeln 1341 und 1342 die Wirksamkeit der allgemeinen Vertragsbedingungen regelt."""
abbreviated forms;9;abbreviation;Il codice va utilizzato per le operazioni non soggette ad IVA per carenza del requisito della territorialità di cui agli artt. da 7 a 7-septies, DPR n. 633/72.;artt.;no;Art.;Artikel;;"""Der Kodex ist für jene Geschäfte zu verwenden, für die keine Mehrwertsteuer besteht, weil die Voraussetzung der Territorialität laut Art. 7 bis 7-septies DPR Nr. 633/72 fehlt."""
abbreviated forms;10;abbreviation;Il d.lgs. n. 36 del 2023 reca una puntuale disciplina concernente, tra l’altro, gli appalti pubblici.;D.lgs.;yes;GvD;gesetzesvertretendes Dekret, Legisilativdekret;;"""Das GvD Nr 36 von 2023 enthält eine pünktliche Regelung, unter anderem betreffend die öffentlichen Aufträge."""
abbreviated forms;10;abbreviation;In allegato si trasmette la comunicazione della Presidente del Tribunale di Bolzano dd. 24.01.2024 avente ad oggetto il D.lgs. 10 ottobre 2022, n. 149.;D.lgs.;yes;GvD;gesetzesvertretendes Dekret, Legisilativdekret;;"""Angeschlossen ist die Mitteilung der Präsidentin des Landesgerichts Bozen vom 24.01.2024 zum Gegenstand des GvD vom 10. Oktober 2022, Nr. 149."""
abbreviated forms;10;abbreviation;Ai sensi dell'art. 27 del D.lgs. n. 81/2008, a decorrere dal 1° ottobre 2024, sono tenuti al possesso della patente le imprese e i lavoratori autonomi che operano nei cantieri temporanei o mobili.;D.lgs.;yes;GvD;gesetzesvertretendes Dekret, Legisilativdekret;;"""Im Sinne des Artikels 27 des GvD Nr. 81/2008 sind ab 1. Oktober 2024 die Unternehmen und Selbständigen, die auf den zeitweiligen oder beweglichen Baustellen tätig sind, zum Besitz des Führerscheins verpflichtet."""
abbreviated forms;10;abbreviation;Per la stipulazione del contratto telematico sono previsti dal D.lgs n. 70/2003 specifici obblighi informativi cui il prestatore deve adempiere.;D.lgs.;yes;GvD;gesetzesvertretendes Dekret, Legisilativdekret;;"""Für den Abschluss des telematischen Vertrages sind im GvD Nr. 70/2003 spezifische Informationspflichten vorgesehen, die der Dienstleistende erfüllen muss."""
abbreviated forms;10;abbreviation;Inoltre il Garante si impegna nei confronti del Contraente a rilasciare la garanzia fideiussoria per la cauzione definitiva prevista dall'art. 75 del D.Lgs. 163/06.;D.lgs.;yes;GvD;gesetzesvertretendes Dekret, Legisilativdekret;;"""Außerdem verpflichtet sich die Datenschutzbehörde gegenüber dem Vertragspartner, die Bürgschaft für die endgültige Kaution laut Art. 75 des gesetzesvertretenden Dekrets Nr. 163/06 auszustellen."""
abbreviated forms;11;acronym;L'assicurazione INAIL è obbligatoria per tutti i datori di lavoro che occupano lavoratori dipendenti e parasubordinati nelle attività che la legge individua come rischiose.;INAIL;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;"""Die INAIL-Versicherung ist für alle Arbeitgeber, die Arbeitnehmer beschäftigen, die bei Tätigkeiten, die das Gesetz als gefährdet bezeichnet, abhängig und vertreten sind, verpflichtend."""
abbreviated forms;11;acronym;Con il versamento da parte del datore del premio, l'INAIL si impegna a pagare al lavoratore delle somme di denaro sia in caso di inabilità temporanea sia in caso di invalidità permanente.;INAIL;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;"""Mit der Überweisung der Prämie durch den Prämiegeber verpflichtet sich das INAIL, dem Arbeitnehmer sowohl bei zeitweiliger Arbeitsunfähigkeit als auch bei dauernder Invalidität Geldbeträge zu zahlen."""
abbreviated forms;11;acronym;L’INAIL svolge attività di prevenzione dei rischi lavorativi, di informazione, di formazione e assistenza in materia di sicurezza e salute sul lavoro. ;INAIL;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;"""Das INAIL übt Vorbeugung gegen Arbeitsrisiken, Informationen, Aus- und Weiterbildung im Bereich Sicherheit und Gesundheit am Arbeitsplatz aus."""
abbreviated forms;11;acronym;È stata presentata il 14 ottobre alla Camera la Relazione annuale INAIL: nel 2023 gli infortuni denunciati sono stati oltre 590mila.;INAIL;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;Am 14. Oktober wurde der Kammer der Jahresbericht INAIL vorgelegt: im Jahr 2023 waren mehr als 590tausend Unfälle gemeldet.
abbreviated forms;11;acronym;In data 16 ottobre 2023, l’INAIL e il Consiglio Nazionale dell’Ordine degli Psicologi hanno sottoscritto un protocollo d’intesa con l’obiettivo generale di assicurare l’erogazione di interventi di supporto psicologico-psicoterapeutico in favore dei propri assistiti.;INAIL;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;"""Am 16. Oktober 2023 haben das INAIL und der Nationalrat der Psychologenkammer ein Einvernehmensprotokoll mit dem allgemeinen Ziel unterzeichnet, die Durchführung psycho-psychotherapeutischer Unterstützungsmaßnahmen zugunsten der eigenen Betreuten zu gewährleisten."""
abbreviated forms;11;acronym;L'assicurazione Inail è obbligatoria per tutti i datori di lavoro che occupano lavoratori dipendenti e parasubordinati nelle attività che la legge individua come rischiose.;Inail;yes;Inail;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;"""Die Inail-Versicherung ist für alle Arbeitgeber, die Arbeitnehmer beschäftigen, die bei Tätigkeiten, die das Gesetz als gefährdet bezeichnet, abhängig sind und verletzt werden, verpflichtend."""
abbreviated forms;11;acronym;Con il versamento da parte del datore del premio, l'Inail si impegna a pagare al lavoratore delle somme di denaro sia in caso di inabilità temporanea sia in caso di invalidità permanente.;Inail;yes;Inail;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;"""Mit der Überweisung der Prämie durch den Betreiber verpflichtet sich das Inail, dem Arbeitnehmer sowohl bei zeitweiliger Arbeitsunfähigkeit als auch bei dauernder Invalidität Geldbeträge zu zahlen."""
