SOURCE_SHEET;TERM NUMBER;TYPE OF ABBREVIATED FORM;IT EXAMPLE;IT TERM;STANDARDISED/RECOMMENDED FULL FORM;TARGET HYPOTHESIS (DE SOUTH TYROL);OTHER TERMS SOUTH TYROL (CSV);TERMS FROM OTHER LEGAL SYTEMS (CSV);test_predictions
abbreviated forms;6;acronym;Il DUVRI deve essere aggiornato nel caso si ravvisino nuovi rischi da interferenza.;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- der EEVRI muss aktualisieren werden  wenn neu Interferenzenrisiko auftreten  
abbreviated forms;6;acronym;L'obbligo di redigere il DUVRI scatta quando il Datore di lavoro di un'azienda committente affida lo svolgimento di lavori o servizi all'interno del proprio luogo di lavoro ad un'impresa appaltatrice o lavoratori autonomi.;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- der Pflicht zu Abfassung der DUVRI erfolgen  wenn der Arbeitgeber ein auftraggebend Betrieb der Durchführung von Arbeit oder Dienstleistung innerhalb der eigen Arbeitsplatz ein Vergabesunternehmen oder Selbständige anvertrauen  
abbreviated forms;6;acronym;Esistono dei casi, individuati dal Testo Unico, in cui non è obbligatorio redigere il DUVRI.;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- es geben Fall  der in Einheitstext festlegen sein und in der der Ausarbeitung der EEVRI nicht vorschreiben sein  
abbreviated forms;6;acronym;A differenza del DVR, il DUVRI non è un documento legato all’azienda ma ad una specifica attività, all’interno della quale cooperano due o più imprese diverse. ;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- in Unterschied zu DPR sein der DUVRI nicht ein Dokument  der an der Betrieb binden sein  sondern ein spezifisch Tätigkeit  in welcher zwei oder mehrere verschieden Unternehmen mitarbeiten  
abbreviated forms;6;acronym;La stazione appaltante si riserva la possibilità, dopo aver valutato le singole modifiche suggerite, di procedere alla stesura di un nuovo DUVRI.;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- der Vergabestelle behalten sich der Möglichkeit vor  nach Bewertung der einzeln angebracht Änderung ein neu EUVRI zu verfassen  
abbreviated forms;6;acronym;Il Duvri deve essere aggiornato nel caso si ravvisino nuovi rischi da interferenza. ;Duvri;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- der Wohnung muss auf der neu Stand bringen werden  wenn neu Risiko durch Interferenz auftreten  
abbreviated forms;6;acronym;L'obbligo di redigere il Duvri scatta quando il Datore di lavoro di un'azienda committente affida lo svolgimento di lavori o servizi all'interno del proprio luogo di lavoro ad un'impresa appaltatrice o lavoratori autonomi.;Duvri;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- der Verpflichtung zu Abfassung ein Duvri-Auftrag entfallen  wenn der Arbeitgeber ein auftraggebend Betrieb der Durchführung von Arbeit oder Dienstleistung innerhalb der eigen Arbeitsplatz ein Vergabesunternehmen oder Selbständige anvertrauen  
abbreviated forms;6;acronym;Esistono dei casi, individuati dal Testo Unico, in cui non è obbligatorio redigere il Duvri.;Duvri;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- es geben Fall  der in Einheitstext festlegen sein und in der ein Duvri nicht verfassn werden muss  
abbreviated forms;6;acronym;A differenza del DVR, il Duvri non è un documento legato all’azienda ma ad una specifica attività, all’interno della quale cooperano due o più imprese diverse.;Duvri;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- in Unterschied zu DPR sein der Dokument nicht ein Dokument  der an der Betrieb binden sein  sondern ein spezifisch Tätigkeit  in welcher zwei oder mehrere verschieden Unternehmen mitarbeiten  
abbreviated forms;6;acronym;La stazione appaltante si riserva la possibilità, dopo aver valutato le singole modifiche suggerite, di procedere alla stesura di un nuovo Duvri.;Duvri;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- der Vergabestelle behalten sich der Möglichkeit vor  nach Beurteilung der einzeln angebracht Änderung ein neu Duvri zu erstellen  
abbreviated forms;6;acronym;Il D.U.V.R.I. deve essere aggiornato nel caso si ravvisino nuovi rischi da interferenza.;D.U.V.R.I.;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- der D.U.V.R.I. muss aktualisieren werden  falls neu Interferenzenrisiko feststellen werden  
abbreviated forms;6;acronym;L'obbligo di redigere il D.U.V.R.I. scatta quando il Datore di lavoro di un'azienda committente affida lo svolgimento di lavori o servizi all'interno del proprio luogo di lavoro ad un'impresa appaltatrice o lavoratori autonomi.;D.U.V.R.I.;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- der Pflicht zu Abfassung der D.U.R.I. werden entstehen  wenn der Arbeitgeber ein auftraggebend Betrieb der Durchführung von Arbeit oder Dienstleistung innerhalb der eigen Arbeitsplatz ein Vergabesunternehmen oder Selbständigen anvertrauen  
abbreviated forms;6;acronym;Esistono dei casi, individuati dal Testo Unico, in cui non è obbligatorio redigere il D.U.V.R.I.;D.U.V.R.I.;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- es geben Fall  der in Einheitstext festlegen sein und in der der Dekret der Republik I nicht abfassen sein  
abbreviated forms;6;acronym;A differenza del D.V.R., il D.U.V.R.I. non è un documento legato all’azienda ma ad una specifica attività, all’interno della quale cooperano due o più imprese diverse.;D.U.V.R.I.;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- in Unterschied zu D.V.R. sein der D.U.R.I. nicht ein Dokument  der an der Betrieb binden sein  sondern an ein spezifisch Tätigkeit  in der zwei oder mehrere Unternehmen mitarbeiten  
abbreviated forms;6;acronym;La stazione appaltante si riserva la possibilità, dopo aver valutato le singole modifiche suggerite, di procedere alla stesura di un nuovo D.U.V.R.I.;D.U.V.R.I.;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- der Vergabestelle behalten sich der Möglichkeit vor  nach Bewertung der einzeln angebracht Änderung ein neu Dekret der Republik I zu erstellen  
abbreviated forms;6;acronym + full form;Il DUVRI - Documento Unico di Valutazione dei Rischi da Interferenze - deve essere aggiornato nel caso si ravvisino nuovi rischi da interferenza.;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- der EUVRI  Einheitsdokument zu Bewertung der Risiko aus Interferenz  muss aktualisieren werden  wenn neu Risiko durch Interferenz auftreten  
abbreviated forms;6;acronym + full form;L'obbligo di redigere il DUVRI (Documento unico di valutazione dei rischi da interferenze) scatta quando il Datore di lavoro di un'azienda committente affida lo svolgimento di lavori o servizi all'interno del proprio luogo di lavoro ad un'impresa appaltatrice o lavoratori autonomi.;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- der Pflicht zu Erstellung der DUVRI  Einheitliches Dokument zu Risikobewertung durch Interferenz  erfolgen  wenn der Arbeitgeber ein auftraggebend Betrieb der Durchführung von Arbeit oder Dienstleistung innerhalb der eigen Arbeitsplatz ein Auftragnehmer oder Selbständige anvertrauen  
abbreviated forms;6;acronym + full form;Esistono dei casi, individuati dal Testo Unico, in cui non è obbligatorio redigere il Documento Unico di Valutazione dei Rischi da Interferenze (D.U.V.R.I.).;D.U.V.R.I.;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- es geben ein von Einheitstext festgelegt Fall  in der es nicht Pflicht sein  der Einheitsprotokoll zu Bewertung der Risiko durch Interferenz  D.U.V.R.I.  zu verfassen  
abbreviated forms;6;acronym + full form;A differenza del D.V.R., il Documento unico di valutazione dei rischi da interferenze (D.U.V.R.I.) non è un documento legato all’azienda ma ad una specifica attività, all’interno della quale cooperano due o più imprese diverse.;D.U.V.R.I.;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- in Unterschied zu D.V.R. sein der einheitlich Dokument der Risikobewertung durch Interferenz  D.U.V.R.I.  nicht ein Dokument  der an der Betrieb binden sein  sondern ein spezifisch Tätigkeit  in welcher zwei oder mehrere verschieden Unternehmen mitarbeiten  
abbreviated forms;6;acronym + full form;La stazione appaltante si riserva la possibilità, dopo aver valutato le singole modifiche suggerite, di procedere alla stesura di un nuovo DUVRI (Documento unico di valutazione dei rischi da interferenze).;DUVRI;no;DUVRI;Einheitsdokument zur Bewertung der Risiken durch Interferenzen;;-- der Vergabestelle behalten sich der Möglichkeit vor  nach Beurteilung der einzeln angebracht Änderung ein neu EUVRI  Einheitliches Dokument zu Bewertung der Risiko durch Interferenz  zu erstellen  
abbreviated forms;7;initialism;Il DVR è un documento versatile e flessibile che deve adattarsi alle caratteristiche dell'azienda, in termini sia di contenuti sia di periodicità della revisione.;DVR;no;Dokument der Risikobewertung;;;-- der DPR sein ein ein schlammig und flexibl Dokument  der der Merkmal der Betrieb anpassen werden muss  und zwar sowohl inhaltlich als auch in regelmäßig Abstand der Überprüfung  
abbreviated forms;7;initialism;Lo scopo del DVR è quello di garantire la sicurezza sul lavoro, identificando i rischi e individuando le misure di sicurezza da adottare per prevenire e contenere gli infortuni sul lavoro e le malattie professionali.;DVR;no;Dokument der Risikobewertung;;;-- Ziel der DPR sein es  der Arbeitssicherheit zu gewährleisten  indem der Risiko feststellen und der zu ergreifend Sicherheitsmaßnahme zu Vorbeugung und Einschränkung von Arbeitsunfall und Berufskrankheit festlegen werden  
abbreviated forms;7;initialism;Sono esonerate dall’obbligo di redigere il DVR le aziende che non hanno dipendenti, come le imprese familiari e i liberi professionisti.;DVR;no;Dokument der Risikobewertung;;;-- von der Pflicht zu Erstellung der DPR sein jener Betrieb befreien  der kein Bediensteter haben  wie Familienunternehmen und Freiberufler  
abbreviated forms;7;initialism;In caso di un DVR incompleto o carente, le sanzioni possono arrivare fino a € 4.384,00.;DVR;no;Dokument der Risikobewertung;;;-- bei ein unvollständig oder unvollständig DPRA können der Strafe bis zu 4.384,00 € erreichen  
abbreviated forms;7;initialism;La valutazione dei rischi e la successiva redazione del DVR è uno degli obblighi principali di ogni Datore di Lavoro.;DVR;no;Dokument der Risikobewertung;;;der Risikobewertung und der spät Abfassung der DPR sein einer der wichtig Pflicht jeder Arbeitgeber 
abbreviated forms;7;initialism;Il D.V.R. è un documento versatile e flessibile che deve adattarsi alle caratteristiche dell'azienda, in termini sia di contenuti sia di periodicità della revisione.;D.V.R.;no;Dokument der Risikobewertung;;;-- der D.V.R. sein ein einfach und flexibl Dokument  der der Merkmal der Betrieb anpassen werden muss  und zwar sowohl inhaltlich als auch in regelmäßig Abstand der Überprüfung  
abbreviated forms;7;initialism;Lo scopo del D.V.R. è quello di garantire la sicurezza sul lavoro, identificando i rischi e individuando le misure di sicurezza da adottare per prevenire e contenere gli infortuni sul lavoro e le malattie professionali.;D.V.R.;no;Dokument der Risikobewertung;;;-- Ziel der D.V.R. sein es  der Arbeitssicherheit zu gewährleisten  indem der Risiko feststellen und der zu treffend Sicherheitsmaßnahme zu Vorbeugung und Einschränkung von Arbeitsunfall und Berufskrankheit festlegen werden  
abbreviated forms;7;initialism;Sono esonerate dall’obbligo di redigere il D.V.R. le aziende che non hanno dipendenti, come le imprese familiari e i liberi professionisti.;D.V.R.;no;Dokument der Risikobewertung;;;-- von der Pflicht zu Erstellung der D.V.R. sein jener Betrieb befreien  der kein Bediensteter haben  wie Familienunternehmen und Freiberufler  
abbreviated forms;7;initialism;In caso di un D.V.R. incompleto o carente, le sanzioni possono arrivare fino a € 4.384,00.;D.V.R.;no;Dokument der Risikobewertung;;;-- bei ein unvollständig oder unterversorgt D.V.R. können der Strafe bis zu 4.384,00 € erreichen  
abbreviated forms;7;initialism;La valutazione dei rischi e la successiva redazione del D.V.R. è uno degli obblighi principali di ogni Datore di Lavoro.;D.V.R.;no;Dokument der Risikobewertung;;;der Risikobewertung und der spät Erstellung der D.V.R. sein einer der wichtig Pflicht jeder Arbeitgeber 
abbreviated forms;8;abbreviation;La presente delibera sarà pubblicata nel Bollettino Ufficiale della Regione Trentino Alto Adige ai sensi dell’art. 28 della Legge Provinciale 22 ottobre 1993, n. 17 e ss.mm.ii., trattandosi di un atto che interessa la generalità.;ss.mm.ii.;no;i.g . F.;in geltender Fassung;;-- dieser Beschluss werden in Amtsblatt der Region Trentino-Südtirol gemäß Art . 28 der Landesgesetz von 22. Oktober 1993  Nr. 17  i.g . F. veröffentlichen  wenn es sich um ein Akt handeln  der der Allgemeinheit betreffen  
abbreviated forms;8;abbreviation;In caso di revoca, decadenza, ovvero rinuncia, ai sensi dell’art. 7 della l.p. 16/85 e ss.mm.ii., i tempi e le modalità di cessazione dei servizi saranno stabilite con apposito provvedimento dell’assessore provinciale.;ss.mm.ii.;no;i.g . F.;in geltender Fassung;;-- bei Widerruf  Verfall oder Verzicht in Sinn der Art . 7 der L.G. 16  85 und Änderung der Änderung werden der Zeit und Modalität für der Beendigung der Dienst mit eigen Maßnahme der Landesrat festlegen  
abbreviated forms;8;abbreviation;La Delibera dispone la sospensione dell’irrogazione della sanzione amministrativa di cui al comma 2 dell’articolo 36/bis della legge provinciale n. 7/2001, così come recepita dalla Delibera della Giunta Provinciale del 03 luglio 2018, n. 657 e ss.mm.ii.;ss.mm.ii.;no;i.g . F.;in geltender Fassung;;-- der Beschluss verfügen der Aussetzung der Verhängung der Verwaltungsstrafe laut Artikel 36  bis Absatz 2 der Landesgesetz Nr. 7  2001  so wie sie mit Beschluss der Landesregierung von 03. Juli 2018  Nr. 657 i.d.g . F. umsetzen werden  
abbreviated forms;8;abbreviation;L'articolo 2, comma 2 della legge provinciale n. 16/2015 e ss.mm.ii. individua gli enti obbligati ovvero legittimati all’utilizzo delle convenzioni quadro ACP.;ss.mm.ii.;no;i.g . F.;in geltender Fassung;;-- Artikel 2 Absatz 2 der Landesgesetz Nr. 16  2015 i.d.g . F. bestimmen der Körperschaft  der zu Anwendung der Rahmenvereinbarung der A.B. verpflichten sein oder zu Verfügung stehen  
abbreviated forms;8;abbreviation;Nella procedura negoziata, la migliore offerta verrà selezionata ai sensi dell’art. 33 della L.P. n. 16/2015 e ss.mm.ii. con il criterio dell’offerta economicamente più vantaggiosa.;ss.mm.ii.;no;i.g . F.;in geltender Fassung;;in Verhandlungsverfahren werden der gut Angebot gemäß Art . 33 der L.G. Nr. 16  2015 und ff . F. nach der Kriterium der wirtschaftlich günstig Angebot auswählen 
abbreviated forms;8;abbreviation;A livello provinciale è stata introdotta una semplificazione con l’inserimento dell’art. 27 comma 4/bis della L.P. n. 16/2015 e s.m.i.;s.m.i.;no;i.g . F.;in geltender Fassung;;auf Landesebene werden ein Vereinfachung mit der Einfügung der Art . 27 Abs. 4  bis der LG Nr. 16  2015 i.d.g . F. einführen 
abbreviated forms;8;abbreviation;Sono ammissibili a finanziamento pubblico progetti formativi finalizzati a favorire la qualificazione o la riqualificazione professionale per il conseguimento del Diploma di Qualifica di Operatore Socio-sanitario/Operatrice Socio-sanitaria ai sensi dell’art. 20 della DGP 1027/2018 e s.m.i.;s.m.i.;no;i.g . F.;in geltender Fassung;;Förderfähig sein öffentlich Ausbildungsprojekt zu Förderung der beruflich Qualifikation oder Umschulung zu Erlangung der Diplom ein Sozialbetreuer  ein Sozialbetreuerin in Sinn der Art . 20 der BLR 1027  2018 i.d.g . F.
abbreviated forms;8;abbreviation;Per le procedure negoziate di lavori, forniture e servizi di cui agli artt. 17 e 26 della L.P. n. 16/2015 e s.m.i. le stazioni appaltanti hanno la facoltà di non applicare le formule per il calcolo dell’anomalia delle offerte di cui alla presente linea guida.;s.m.i.;no;i.g . F.;in geltender Fassung;;-- für der Verhandlungsverfahren für Bauleistung  Lieferung und Dienstleistung laut Art . 17 und 26 der LG Nr. 16  2015 i.d.g . F. können der Vergabestelle der Formel für der Berechnung der ungewöhnlich niedrig Angebot laut dieser Angebot nicht anwenden  
abbreviated forms;8;abbreviation;Il valore del corrispettivo per dette prestazioni è calcolato sulla base del DM 17.06.2016 e s.m.i. e della DGP n. 1308/2014 e s.m.i.;s.m.i.;no;i.g . F.;in geltender Fassung;;der Preis für dieser Leistung werden auf der Grundlage der MD von 17.06.2016 i.d.g . F. und der BLR Nr. 13kWh i.g . F. berechnen 
abbreviated forms;8;abbreviation;A norma del decreto legislativo n. 33/2013 e s.m.i. come modificato dal decreto legislativo n. 97/2016 e s.m.i., la trasparenza va intesa come accessibilità totale dei dati e dei documenti detenuti dalle Pubbliche Amministrazioni.;s.m.i.;no;i.g . F.;in geltender Fassung;;-- Gemäß gesetzesvertretend Dekret Nr. 3113 i.d.g . F.  abgeändern mit gesetzesvertretend Dekret Nr. 97  2016 i.g . F.  sein der Transparenz als vollständig Zugang zu der Datum und Unterlage zu verstehen  der von der öffentlich Verwaltung verwahren werden  
abbreviated forms;9;abbreviation;All’art. 13 ter, punto 7 del decreto sono riportate le diposizioni per le unità immobiliari ad uso abitativo oggetto di locazione per finalità turistiche.;art.;no;Art ;Artikel;;-- in Art . 13ter Punkt 7 der Dekret werden der Bestimmung für der Wohnungseinheit  der zu touristisch Zweck vermieten werden  anführen  
abbreviated forms;9;abbreviation;L’art. 43, comma 4-bis proroga il termine per gli adeguamenti statutari.;art.;no;Art ;Artikel;;Art . 43 Abs. 4  bis verlängern der Frist für der Anpassung an der Satzung 
abbreviated forms;9;abbreviation;L’art. 4 del d.lgs. n. 117/2017 definisce l’ente del Terzo settore quale ente privato che, senza scopo di lucro, persegue finalità civiche, solidaristiche e di utilità sociale.;art.;no;Art ;Artikel;;-- Art . 4 der GvD Nr. 117  2017 bestimmen der Körperschaft der dritter Sektor als privat Körperschaft  der ohne Gewinnabsicht Zielsetzung der Bevölkerung  der Sozialhilfe und der sozial Nutzung verfolgen  
abbreviated forms;9;abbreviation;L’autorizzazione alla cancellazione del vincolo di cui all’art. 7, l.p. n. 1/78 risp. di cui all’art. 79, l.p. n. 13/97 viene rilasciata, previo parere positivo del Comune, dal direttore di Ripartizione.;art.;no;Art ;Artikel;;-- der Ermächtigung zu Löschung der Bindung laut Art . 7  L.G. Nr. 1  78 bzw. Art . 79 L.G. Nr. 13  97 werden nach positiv Gutachten der Gemeinde von Abteilungsdirektor erteilen  
abbreviated forms;9;abbreviation;Chiunque vende al dettaglio oggetti di metalli preziosi espone un cartello indicante, in cifre, in maniera chiara e ben visibile, i relativi titoli (art. 4.6, DPR 150/02).;art.;no;Art ;Artikel;;-- wer Edelmetallartikel in Einzelhandel verkaufen  muss ein Schild mit der entsprechend Wertpapier in Ziffer ausweisen  Art . 4.6  DPR 150  02   
abbreviated forms;9;abbreviation;In tale prospettiva, gli artt. 55, 56 e 57 del Codice del Terzo settore individuano una misura di sostegno ed integrazione fra ente del Terzo settore e pubbliche amministrazioni.;artt.;no;Art ;Artikel;;-- in dieser Hinsicht bestimmen der Artikel 55  56 und 57 der dritter Sektorskodex ein Unterstützung und Integrationsmaßnahme zwischen Körperschaft der dritter Sektor und öffentlich Verwaltung  
abbreviated forms;9;abbreviation;Le modalità per l'esercizio di tutti i diritti da parte degli interessati sono stabilite, in via generale, negli artt. 11 e 12 del regolamento.;artt.;no;Art ;Artikel;;der Modalität für der Ausübung aller Recht durch der betroffener werden allgemein in der Artikel 11 und 12 der Verordnung festlegen 
abbreviated forms;9;abbreviation;È indetta dal Consorzio gara con procedura aperta per l’affidamento ai sensi degli artt. 180 e 183, comma 15, d.lgs. n. 50/2016 della concessione per la progettazione e realizzazione del lotto 2.;artt.;no;Art ;Artikel;;der Verband werden von Wettbewerbsverband mit offen Verfahren zu Vergabe der Baukonzession gemäß Art . 180 und 183 Absatz 15 GvD Nr. 50  2016 für der Planung und Realisierung der Bauloses ausschreiben 
abbreviated forms;9;abbreviation;Una tutela contro le clausole vessatorie si rinviene altresì all’interno del Codice Civile, che agli artt. 1341 e 1342 disciplina l’efficacia delle condizioni generali di contratto.;artt.;no;Art ;Artikel;;-- ein Schutz gegen der Schutzklausel werden auch in Bürgerlichen Gesetzbuch vorsehen  welcher in der Artikel 1341 und 1342 der Wirksamkeit der allgemein Vertragsbedingung regeln  
abbreviated forms;9;abbreviation;Il codice va utilizzato per le operazioni non soggette ad IVA per carenza del requisito della territorialità di cui agli artt. da 7 a 7-septies, DPR n. 633/72.;artt.;no;Art ;Artikel;;-- der Kodex sein für jener Geschäft zu verwenden  für der kein Mehrwertsteuer bestehen  weil der Voraussetzung der Territorialität laut Art . 7 bis 7-septies DPR Nr. 633  72 fehlen  
abbreviated forms;10;abbreviation;Il d.lgs. n. 36 del 2023 reca una puntuale disciplina concernente, tra l’altro, gli appalti pubblici.;D.lgs.;yes;GvD;gesetzesvertretendes Dekret, Legisilativdekret;;-- der GvD Nr 36 von 2023 enthalten ein pünktlich Regelung  unter anderer betreffend der öffentlich Auftrag  
abbreviated forms;10;abbreviation;In allegato si trasmette la comunicazione della Presidente del Tribunale di Bolzano dd. 24.01.2024 avente ad oggetto il D.lgs. 10 ottobre 2022, n. 149.;D.lgs.;yes;GvD;gesetzesvertretendes Dekret, Legisilativdekret;;-- Angeschlossen sein der Mitteilung der Präsidentin der Landesgericht Bozen von 24.01.2024 zu Gegenstand der GvD von 10. Oktober 2022  Nr. 149. 
abbreviated forms;10;abbreviation;Ai sensi dell'art. 27 del D.lgs. n. 81/2008, a decorrere dal 1° ottobre 2024, sono tenuti al possesso della patente le imprese e i lavoratori autonomi che operano nei cantieri temporanei o mobili.;D.lgs.;yes;GvD;gesetzesvertretendes Dekret, Legisilativdekret;;-- in Sinn der Artikel 27 der GvD Nr. 81  2008 sein ab 1. Oktober 2024 der Unternehmen und Selbständigen  der auf der zeitweilig oder beweglich Baustelle tätig sein  zu Besitz der Führerschein verpflichten  
abbreviated forms;10;abbreviation;Per la stipulazione del contratto telematico sono previsti dal D.lgs n. 70/2003 specifici obblighi informativi cui il prestatore deve adempiere.;D.lgs.;yes;GvD;gesetzesvertretendes Dekret, Legisilativdekret;;-- für der Abschluss der telematisch Vertrag sein in GvD Nr. 70  2003 spezifisch Informationspflicht vorsehen  der der Dienstleistende erfüllen muss  
abbreviated forms;10;abbreviation;Inoltre il Garante si impegna nei confronti del Contraente a rilasciare la garanzia fideiussoria per la cauzione definitiva prevista dall'art. 75 del D.Lgs. 163/06.;D.lgs.;yes;GvD;gesetzesvertretendes Dekret, Legisilativdekret;;-- außerdem verpflichten sich der Datenschutzbehörde gegenüber der Vertragspartner  der Bürgschaft für der endgültig Kaution laut Art . 75 der gesetzesvertretend Dekret Nr. 163  06 ausstellen  
abbreviated forms;11;acronym;L'assicurazione INAIL è obbligatoria per tutti i datori di lavoro che occupano lavoratori dipendenti e parasubordinati nelle attività che la legge individua come rischiose.;INAIL;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;-- der INAIL-Versicherung sein für aller Arbeitgeber  der Arbeitnehmer beschäftigen  der bei Tätigkeit  der der Gesetz als gefährdet bezeichnen  abhängig und vertreten sein  verpflichtend  
abbreviated forms;11;acronym;Con il versamento da parte del datore del premio, l'INAIL si impegna a pagare al lavoratore delle somme di denaro sia in caso di inabilità temporanea sia in caso di invalidità permanente.;INAIL;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;-- mit der Überweisung der Prämie durch der Prämiegeber verpflichten sich der INAIL  der Arbeitnehmer sowohl bei zeitweilig Arbeitsunfähigkeit als auch bei dauernd Invalidität Geldbeträge zu zahlen  
abbreviated forms;11;acronym;L’INAIL svolge attività di prevenzione dei rischi lavorativi, di informazione, di formazione e assistenza in materia di sicurezza e salute sul lavoro. ;INAIL;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;-- der INAIL üben Vorbeugung gegen Arbeitsrisiko  Information  Aus und Weiterbildung in Bereich Sicherheit und Gesundheit an Arbeitsplatz aus  
abbreviated forms;11;acronym;È stata presentata il 14 ottobre alla Camera la Relazione annuale INAIL: nel 2023 gli infortuni denunciati sono stati oltre 590mila.;INAIL;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;an 14. Oktober werden der Kammer der Jahresbericht INAIL vorlegen  in Jahr 2023 sein mehr als 590tausend Unfall melden 
abbreviated forms;11;acronym;In data 16 ottobre 2023, l’INAIL e il Consiglio Nazionale dell’Ordine degli Psicologi hanno sottoscritto un protocollo d’intesa con l’obiettivo generale di assicurare l’erogazione di interventi di supporto psicologico-psicoterapeutico in favore dei propri assistiti.;INAIL;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;-- an 16. Oktober 2023 haben der INAIL und der Nationalrat der Psychologenkammer ein Einvernehmensprotokoll mit der allgemein Ziel unterzeichnen  der Durchführung psycho-psychotherapeutisch Unterstützungsmaßnahme zugunsten der eigen Betreuten zu gewährleisten  
abbreviated forms;11;acronym;L'assicurazione Inail è obbligatoria per tutti i datori di lavoro che occupano lavoratori dipendenti e parasubordinati nelle attività che la legge individua come rischiose.;Inail;yes;Inail;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;-- der Inail-Versicherung sein für aller Arbeitgeber  der Arbeitnehmer beschäftigen  der bei Tätigkeit  der der Gesetz als gefährdet bezeichnen  abhängig sein und verletzen werden  verpflichtend  
abbreviated forms;11;acronym;Con il versamento da parte del datore del premio, l'Inail si impegna a pagare al lavoratore delle somme di denaro sia in caso di inabilità temporanea sia in caso di invalidità permanente.;Inail;yes;Inail;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;-- mit der Überweisung der Prämie durch der Betreiber verpflichten sich der Inail  der Arbeitnehmer sowohl bei zeitweilig Arbeitsunfähigkeit als auch bei dauernd Invalidität Geldbeträge zu zahlen  
abbreviated forms;11;acronym;L’Inail svolge attività di prevenzione dei rischi lavorativi, di informazione, di formazione e assistenza in materia di sicurezza e salute sul lavoro.;Inail;yes;Inail;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;-- der Inail üben Vorbeugung  Information  Au und Fürsorgemaßnahme in Bereich Arbeitssicherheit und Gesundheit aus  
abbreviated forms;11;acronym;È stata presentata il 14 ottobre alla Camera la Relazione annuale INAIL: nel 2023 gli infortuni denunciati sono stati oltre 590mila.;Inail;yes;Inail;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;an 14. Oktober werden der Kammer der Jahresbericht INAIL vorlegen  in Jahr 2023 sein mehr als 590tausend Unfall melden 
