CUNI-EdUKate	CUNI-MH-v3	Cohere CAT+	Command A+	DeepSeek V4 Pro	Dubformer	GLM 4 - 9B	GPT 5.5	GPT OSS 120B	GPT OSS 20B	Gemini 3.1 Pro	Gemma 4 - 31B	Gemma 4 - 4B	GoogleTranslate	Ministral 3 - 14B	Mistral Medium 3.5	Qingqiu-MT-9B	Qwen 3.5 - 9b	Qwen 3.6 - 27b	SalamandraTA	TRIVE	Tiny Aya Global	Tower 9B	UvA-MT
8.69	9.57	16.97	6.14	13.83	34.68	11.82	24.25	20.9	9.56	21.86	17.41	9.62	8.48	15.08	17.41	14.14	9.55	10.0	16.95	17.11	12.04	13.75	10.59
14.59	11.12	10.81	10.38	11.12	16.09	10.35	11.38	11.12	10.35	29.63	15.27	15.27	12.4	9.23	15.27	16.16	9.66	15.27	15.27	29.63	10.11	16.16	16.09
21.52	11.64	14.83	12.71	21.49	21.69	31.88	28.19	21.85	13.55	21.49	17.13	19.79	11.82	10.96	17.95	21.48	5.04	20.46	20.66	22.0	17.65	20.66	6.21
18.06	29.98	23.06	37.84	43.43	21.62	4.71	27.46	23.42	28.15	47.2	45.98	11.45	9.57	26.99	19.37	28.19	20.39	26.94	33.18	48.55	19.0	26.2	43.43
47.76	53.43	39.04	45.93	52.17	57.05	28.75	59.31	46.17	32.76	60.78	60.21	48.13	53.9	42.77	57.41	45.0	55.06	57.44	40.43	57.91	41.33	33.14	62.32
11.82	13.47	12.68	20.77	28.63	32.06	10.72	35.85	18.24	10.11	40.41	21.19	31.33	27.05	22.37	37.77	39.61	47.03	25.74	36.26	19.62	14.23	17.86	30.83
27.27	42.74	52.72	39.2	68.42	78.51	12.17	63.63	25.73	25.0	68.58	63.5	34.95	28.1	46.11	54.68	44.05	36.36	43.03	51.93	87.43	29.99	57.83	72.9
19.75	20.2	58.44	22.31	66.87	66.87	7.39	57.44	19.77	7.07	57.44	41.22	7.39	5.53	24.05	45.27	20.2	20.2	20.2	34.4	57.44	35.09	21.57	41.22
31.36	39.14	47.28	40.29	43.78	52.62	25.85	40.29	43.12	32.93	38.57	47.28	30.26	32.5	38.47	39.79	38.09	20.02	27.44	47.26	39.35	32.33	41.73	29.21
24.72	18.07	39.54	22.36	46.07	59.62	26.85	72.5	30.56	18.36	40.34	25.38	28.87	37.46	21.63	45.1	29.26	24.31	16.51	39.32	58.29	38.72	26.31	31.96
38.55	35.63	35.63	32.6	34.41	35.63	19.23	37.01	35.85	23.42	34.41	37.03	34.12	38.55	31.21	34.12	34.25	37.6	14.05	19.99	37.01	33.46	34.12	37.03
7.43	8.64	31.11	26.43	56.59	30.33	7.19	30.33	12.74	8.61	30.33	30.33	8.17	8.91	7.14	30.33	10.69	9.24	8.59	34.67	73.49	11.39	5.12	30.33
15.56	19.16	13.07	12.63	25.21	35.51	5.41	40.41	24.44	14.26	48.68	20.06	23.33	6.62	30.06	34.92	25.8	23.2	22.55	7.94	45.48	4.53	15.01	42.59
63.03	39.59	73.98	82.93	83.03	79.2	31.04	91.57	82.93	40.17	63.81	53.5	51.85	32.1	52.24	51.83	58.6	17.87	70.65	49.56	82.93	15.65	59.29	82.93
63.55	47.73	87.25	63.55	100.0	100.0	79.45	100.0	91.32	57.16	100.0	58.91	74.74	6.96	60.11	66.52	63.55	67.31	63.55	89.22	100.0	70.02	78.39	58.61
18.88	18.95	39.17	26.28	26.28	18.88	14.3	51.78	36.9	7.71	26.28	28.24	18.34	8.79	24.41	18.88	9.47	7.97	40.07	19.43	7.74	17.63	12.79	36.9
25.39	32.7	44.45	46.45	43.48	32.88	25.67	46.58	32.41	19.14	56.9	32.62	29.19	34.36	38.84	36.4	17.92	42.69	35.81	32.62	40.95	26.98	35.35	40.0
6.25	6.46	5.42	53.43	21.34	10.7	2.82	40.16	35.59	40.05	10.42	11.39	21.84	25.16	2.71	6.63	25.42	38.76	5.58	3.0	14.8	28.14	51.47	3.12
40.21	52.43	9.61	33.81	65.67	43.11	21.38	65.67	42.09	42.25	68.99	27.45	11.54	3.05	48.07	29.88	12.58	32.76	47.37	68.99	47.37	10.58	44.4	47.21
8.94	8.67	32.69	24.08	33.38	35.14	16.38	35.46	17.22	12.26	50.57	31.04	26.93	29.31	18.69	0.0	32.83	12.71	11.86	1.38	39.95	13.05	12.02	24.59
20.46	20.49	14.98	58.64	38.54	49.59	42.94	54.24	65.15	42.94	49.2	57.48	57.48	21.02	21.48	57.48	49.2	38.54	49.5	65.15	57.03	42.61	42.76	49.38
8.04	22.6	38.91	40.94	57.24	45.16	29.35	57.24	46.63	25.84	40.94	43.18	14.49	31.25	13.07	32.85	42.13	38.08	45.57	45.33	39.8	10.15	44.63	42.99
6.24	20.22	29.04	17.59	34.76	37.17	10.23	27.13	17.71	17.66	27.13	36.23	28.97	8.88	11.74	32.89	12.82	7.35	27.27	27.13	29.02	5.12	18.85	37.17
24.13	40.87	52.52	25.22	44.02	52.47	36.31	66.58	43.91	9.56	75.4	43.91	41.98	75.22	52.35	21.43	52.47	28.69	66.67	66.67	75.4	19.21	38.31	44.02
28.2	31.3	32.81	32.81	61.8	38.08	29.46	39.78	31.3	31.66	39.78	32.81	36.97	35.67	39.63	38.33	30.9	34.21	59.7	34.21	39.78	29.45	38.33	38.08
12.38	42.66	13.93	35.23	32.89	40.29	39.97	40.29	40.29	29.11	56.84	40.29	38.09	18.22	8.85	50.05	18.56	13.93	41.38	49.59	43.91	13.87	37.88	30.34
12.68	28.14	31.14	33.09	38.01	46.63	14.85	44.85	40.6	12.27	39.3	37.31	6.59	8.39	25.27	36.19	32.2	23.21	35.13	30.34	46.32	36.15	31.32	45.24
20.55	49.65	53.78	32.47	39.77	44.56	10.99	80.96	17.62	21.76	68.25	41.24	21.1	13.33	28.42	52.52	35.59	21.91	33.15	46.46	57.71	14.06	20.09	70.83
6.92	7.76	7.67	25.94	25.66	14.69	42.28	44.55	7.83	7.83	45.11	7.83	7.67	7.76	7.94	10.67	10.49	17.09	30.89	13.74	42.85	17.47	13.96	41.23
47.32	36.28	39.79	47.32	70.51	40.36	62.68	70.51	50.54	62.69	60.81	60.81	63.41	30.37	47.69	73.96	42.27	34.8	54.82	69.82	70.51	46.22	59.17	39.79
42.31	36.62	68.3	39.07	66.69	31.54	29.49	42.41	31.47	43.85	42.41	66.69	57.03	34.39	46.89	70.12	29.49	42.82	45.16	36.62	42.41	35.85	43.85	41.18
9.78	23.51	21.65	21.65	20.46	26.01	9.46	21.36	8.23	7.96	23.51	23.51	22.72	23.4	16.68	23.51	21.65	8.55	21.65	9.24	27.88	9.24	21.65	23.51
27.88	39.16	52.14	38.56	19.47	38.99	7.43	29.96	27.67	19.99	23.6	40.99	20.33	27.29	18.68	14.39	46.05	16.15	35.09	1.26	24.62	31.4	24.29	19.45
20.98	24.1	16.33	15.92	35.9	41.07	17.4	32.92	15.58	12.99	16.54	9.37	22.71	8.08	26.54	7.93	9.23	4.26	16.92	6.98	54.3	20.19	24.82	25.74
26.77	22.88	32.89	11.74	23.9	30.71	15.06	22.35	25.38	22.88	32.89	25.68	26.77	19.75	16.4	35.69	29.45	14.27	23.31	16.61	32.89	22.88	27.97	25.38
26.76	27.85	27.85	51.99	50.28	42.31	37.2	50.28	12.86	47.73	52.26	51.99	30.19	18.4	26.66	60.23	29.15	23.71	50.99	1.58	56.54	47.91	25.69	43.97
7.93	20.87	37.28	38.4	41.38	49.03	9.19	51.98	51.28	10.44	53.57	50.34	17.8	19.94	25.17	39.24	52.65	31.75	35.82	48.06	51.98	19.1	52.65	63.62
13.54	28.75	13.07	29.07	54.17	42.87	17.59	59.77	32.61	9.14	37.02	33.02	11.34	44.11	20.11	14.21	25.73	10.3	23.44	28.25	35.1	24.43	29.07	35.1
27.67	31.61	40.9	42.12	19.56	38.72	38.72	31.61	7.82	31.46	28.5	28.5	38.72	11.63	15.99	38.72	43.24	27.67	24.08	7.86	21.77	29.9	38.72	21.14
49.42	29.6	58.89	0.23	62.51	55.26	25.09	41.02	44.06	27.8	62.51	51.59	55.08	50.22	46.61	52.06	42.74	51.59	51.36	29.81	58.89	49.69	55.08	51.59
37.9	12.46	23.18	23.18	43.85	13.4	15.47	25.36	23.8	22.15	13.0	40.21	28.7	12.51	9.56	17.3	40.21	14.95	23.18	11.26	20.11	13.97	23.8	12.11
5.98	6.14	12.23	12.93	12.93	10.91	14.32	25.92	6.97	5.98	29.9	10.06	11.73	6.14	4.58	12.23	6.61	4.66	11.27	12.46	28.25	5.98	5.03	15.65
3.56	5.41	5.32	7.93	19.37	23.0	5.52	20.06	5.93	10.15	16.68	17.69	7.42	10.8	9.01	36.54	7.92	3.26	2.82	3.99	23.12	14.49	3.65	24.51
17.43	28.32	26.37	31.44	46.08	42.06	27.38	42.3	8.58	18.45	33.96	33.64	30.81	24.11	32.92	37.97	29.17	28.89	32.14	2.76	35.82	26.15	45.08	64.73
18.05	24.92	33.59	27.38	53.2	52.1	26.38	43.16	16.4	27.84	50.92	33.64	27.61	35.28	29.63	29.03	28.3	39.41	34.51	37.94	42.68	20.07	26.94	33.07
15.85	19.51	21.07	14.44	19.28	23.65	15.24	22.02	11.1	15.97	25.48	19.71	18.46	7.4	17.98	37.44	19.79	15.51	17.17	21.56	21.39	17.26	14.73	18.88
12.52	51.5	52.1	46.21	38.22	40.58	41.35	41.96	52.13	52.11	50.48	40.21	45.5	23.3	8.88	41.68	36.56	44.48	42.85	30.41	60.11	4.22	31.96	47.54
15.82	17.6	26.06	27.68	16.25	17.6	10.12	28.24	16.22	27.68	28.24	27.68	17.6	27.08	15.82	27.68	17.19	15.82	28.24	10.41	16.64	11.2	27.68	16.64
21.33	10.81	17.24	11.61	40.93	21.05	3.36	37.17	28.24	7.47	39.74	8.37	7.7	7.74	19.8	24.97	29.99	17.63	9.69	19.88	39.43	10.59	31.63	44.08
11.73	48.13	17.19	17.56	17.19	59.51	61.53	30.61	59.51	24.72	61.53	53.75	64.87	11.2	44.68	24.19	59.51	60.48	17.56	40.09	61.53	31.17	60.51	17.19
40.46	39.44	40.5	47.39	64.67	45.27	42.98	44.77	36.02	45.27	52.95	37.39	48.89	51.86	41.71	45.82	38.98	46.51	37.2	45.92	57.9	36.38	49.71	45.85
34.67	10.96	33.76	13.69	31.77	30.53	24.97	30.45	20.81	16.26	18.14	28.83	16.16	9.13	7.42	27.9	17.85	19.51	16.1	20.53	48.74	24.76	15.21	18.53
39.42	37.48	30.85	44.79	43.59	30.85	25.19	53.77	42.35	38.02	30.85	48.13	53.77	27.66	46.43	38.37	69.34	80.57	19.47	21.64	30.85	38.37	24.91	36.8
17.23	28.92	34.2	12.77	56.99	9.99	42.47	10.17	29.34	8.5	13.74	12.78	17.45	36.97	25.13	17.44	52.35	13.47	23.71	49.7	10.17	42.78	52.35	10.17
14.71	26.13	29.88	25.41	44.15	41.0	12.47	52.19	26.38	16.67	53.41	35.32	14.83	19.65	25.16	36.19	31.13	13.34	18.86	30.6	40.92	12.52	21.98	51.8
57.49	53.99	55.33	68.65	64.2	64.2	24.8	64.2	64.2	26.66	55.33	55.33	14.63	46.89	26.04	47.92	39.67	35.66	57.49	32.79	64.2	48.59	43.74	38.98
33.18	31.46	40.02	25.75	44.71	30.27	2.91	63.16	52.06	15.14	19.08	57.07	47.04	37.6	0.0	51.93	53.32	22.12	53.32	19.56	20.1	23.96	15.13	29.38
3.74	9.98	25.21	22.42	36.72	40.35	8.91	89.48	11.73	8.52	25.21	28.24	38.16	29.07	0.0	78.25	8.52	11.73	59.0	26.92	36.72	4.83	5.93	11.73
24.02	28.41	24.55	29.13	21.61	24.61	20.42	23.27	18.21	17.36	34.61	19.49	28.8	8.1	14.34	18.81	16.3	35.95	16.28	21.33	24.66	10.9	29.97	21.4
5.83	10.67	7.99	8.84	11.17	28.28	8.09	31.15	11.17	11.78	27.9	11.37	8.84	7.66	10.43	11.78	7.94	9.24	21.1	14.91	31.15	5.34	24.69	8.7
4.94	16.31	11.38	26.73	22.19	22.74	22.34	19.6	20.81	16.47	30.19	15.24	8.85	13.71	12.29	24.36	4.87	7.24	17.01	13.44	19.6	14.65	23.65	8.06
9.65	12.88	32.9	29.1	61.7	31.94	8.41	24.69	29.22	9.57	36.43	19.41	16.05	26.15	21.31	37.79	24.11	9.88	36.9	45.9	23.97	11.42	24.26	58.09
35.36	16.08	27.19	31.18	37.25	36.57	17.1	23.42	37.25	15.91	28.37	40.38	27.58	33.11	29.34	28.24	19.26	11.88	16.48	19.12	19.0	14.53	36.33	19.87
4.35	15.61	18.62	16.55	22.48	24.06	7.73	25.2	16.34	7.84	19.53	27.47	29.74	8.58	21.69	19.69	21.95	8.2	14.86	38.21	21.69	11.87	11.96	18.62
11.31	15.96	12.04	13.16	17.19	31.15	52.71	35.71	11.2	11.58	25.29	11.88	17.2	8.0	8.64	33.19	42.86	19.92	19.55	10.99	27.68	7.49	17.19	21.83
32.45	56.98	70.73	67.72	89.22	89.22	54.9	78.93	67.03	45.08	78.18	87.06	58.38	66.35	87.06	89.22	69.11	55.93	43.63	78.93	89.22	53.54	28.69	89.22
10.75	8.64	43.67	17.42	25.07	17.42	1.83	76.12	53.57	36.17	76.12	25.07	17.49	8.59	13.38	22.35	25.07	17.42	17.42	17.49	24.81	53.57	17.49	24.81
31.83	30.59	27.78	24.53	53.14	49.79	23.34	49.37	26.45	16.29	46.18	33.57	15.14	21.5	20.99	41.96	36.31	35.3	40.7	22.46	50.67	27.53	30.03	46.82
53.9	32.49	53.98	49.04	57.49	46.88	35.85	50.37	57.42	44.62	50.37	53.98	52.24	37.63	41.22	53.98	52.24	31.37	45.54	50.43	52.22	31.93	46.82	57.42
6.65	30.1	13.6	17.11	11.57	8.92	5.58	9.98	6.71	7.74	8.25	9.83	10.5	6.8	15.7	22.91	8.39	12.89	8.39	10.43	9.4	11.71	9.34	10.1
32.15	14.89	38.27	41.1	36.33	47.2	20.47	54.63	26.16	30.95	53.08	40.56	29.51	16.81	23.8	35.43	15.34	25.36	21.73	21.82	52.96	33.83	24.47	48.12
12.87	19.56	9.38	6.59	21.02	13.83	6.61	72.42	18.21	5.44	72.42	7.96	9.24	6.02	15.07	30.13	5.65	6.26	38.5	22.72	72.42	6.15	9.24	14.46
6.25	7.91	11.35	10.33	11.55	9.61	5.38	11.63	7.03	6.54	11.67	13.38	10.13	8.18	9.63	10.94	9.73	4.27	10.35	8.32	11.55	3.39	10.92	9.28
15.35	38.85	10.88	20.68	24.94	37.03	17.84	59.88	18.09	15.91	20.64	17.58	14.5	7.74	10.5	10.71	9.49	17.18	18.24	20.26	20.64	16.09	19.42	15.31
43.55	15.68	21.0	46.15	100.0	100.0	53.34	100.0	46.15	78.25	69.96	46.15	78.25	46.15	59.18	46.15	78.25	46.15	36.96	46.15	78.25	26.33	46.15	46.15
17.18	25.45	33.51	17.47	32.64	45.26	37.5	49.74	39.83	29.26	49.74	37.5	21.65	9.73	49.74	32.64	37.5	49.74	45.26	44.08	49.74	32.64	39.83	49.74
18.79	30.42	60.15	19.29	52.69	39.21	19.75	69.44	15.83	18.66	66.73	36.8	16.93	20.43	42.3	49.76	25.38	57.57	33.63	7.91	74.42	20.46	26.77	66.42
30.13	37.11	39.68	40.3	53.76	40.42	29.13	48.18	33.74	14.88	49.53	40.27	29.61	32.11	37.89	46.68	17.54	26.69	31.79	40.54	45.81	26.87	32.35	42.91
27.67	32.07	8.73	33.35	50.97	38.46	28.97	51.3	10.75	7.19	78.22	31.76	36.43	33.35	23.73	35.26	27.68	31.77	19.47	19.27	58.41	23.93	20.38	60.1
8.82	19.69	10.56	15.21	20.37	23.8	9.43	21.17	23.36	10.98	40.65	32.96	17.59	11.51	13.01	11.06	15.76	19.95	43.04	23.79	29.52	9.06	9.43	17.76
7.75	5.39	26.1	16.42	20.17	17.8	3.41	15.21	22.52	24.51	31.59	17.36	18.94	4.85	5.74	12.51	12.96	16.59	7.29	3.99	20.13	23.4	12.63	19.99
26.87	24.02	5.33	5.86	28.28	20.55	19.29	37.0	13.55	17.46	21.19	22.27	5.99	3.64	41.39	30.82	36.9	13.94	20.2	12.89	37.0	12.39	20.86	46.79
35.41	39.65	72.22	37.71	41.18	53.57	41.18	63.62	14.4	14.75	62.36	58.57	37.71	14.03	27.7	74.03	58.57	41.12	47.91	53.07	53.57	38.54	55.21	35.41
18.34	40.0	19.81	23.54	19.35	26.37	11.94	55.41	15.34	9.49	58.58	25.54	21.4	18.69	21.67	29.0	19.92	24.45	21.89	15.04	34.96	15.71	26.04	22.12
44.84	91.93	14.25	9.33	64.25	100.0	49.58	100.0	9.33	78.25	100.0	100.0	9.33	91.93	52.03	65.92	31.54	31.61	16.54	78.25	100.0	49.58	30.86	100.0
18.74	25.12	41.55	46.07	49.75	46.87	21.2	48.4	33.97	36.66	42.63	48.12	40.09	28.85	38.53	45.3	27.84	39.39	39.77	6.3	47.33	39.52	42.19	50.18
3.27	4.76	6.87	9.04	10.13	21.22	3.08	9.34	14.97	9.44	8.04	15.85	5.71	6.98	3.76	13.3	6.46	7.08	12.5	2.33	16.45	3.78	16.34	6.87
14.06	12.97	12.49	34.14	11.82	19.57	13.85	36.46	26.12	17.12	32.44	20.21	21.77	13.63	14.26	20.69	12.58	16.81	22.21	23.04	14.91	13.59	24.85	20.4
15.83	9.75	9.96	20.69	9.78	10.59	7.79	9.29	6.42	7.42	31.09	9.65	8.07	17.68	9.83	11.7	6.76	4.97	26.29	10.42	11.29	16.34	4.49	8.46
27.76	27.3	27.3	65.8	27.76	64.96	42.14	27.76	5.11	27.3	27.76	36.72	17.75	6.03	17.2	65.8	66.06	5.61	66.06	5.61	10.55	53.73	29.56	18.19
58.11	58.11	48.95	45.11	77.98	63.35	19.86	77.98	58.11	44.98	63.35	58.54	40.28	53.52	49.12	58.11	46.51	42.6	36.51	56.43	58.11	66.72	59.23	63.85
21.36	40.42	43.9	32.74	44.43	52.08	32.69	44.43	42.83	37.38	39.73	40.42	34.68	31.02	19.97	32.18	22.07	19.22	38.72	34.95	42.87	22.07	54.52	53.19
9.58	9.26	10.14	9.88	11.64	14.26	3.23	13.86	10.9	11.16	11.31	13.82	11.12	3.55	8.1	10.3	11.59	9.88	11.63	2.15	13.34	5.93	3.64	11.46
31.84	28.14	29.33	24.3	60.72	58.58	17.72	52.49	23.66	39.78	49.26	49.1	24.69	21.98	22.35	25.31	29.7	39.78	53.4	44.82	62.45	27.51	43.54	45.61
37.52	36.86	43.81	41.31	25.93	63.92	30.29	40.86	40.16	23.94	54.78	43.81	39.05	31.32	19.38	32.82	49.49	21.98	34.44	39.36	42.61	17.25	37.27	20.21
10.22	17.12	19.35	6.29	13.32	42.09	3.44	7.51	11.31	3.6	22.54	10.57	26.92	18.84	8.9	7.47	20.46	13.74	12.07	12.46	3.44	12.46	6.05	3.44
16.91	29.22	20.9	39.8	39.8	39.37	11.82	51.59	19.56	22.57	56.44	38.79	29.18	19.5	21.62	32.75	26.91	26.48	31.22	15.93	51.59	26.31	29.18	55.09
5.39	4.19	15.34	10.64	11.9	23.52	3.07	12.93	9.64	6.14	13.84	36.88	12.13	6.6	18.33	26.46	10.92	10.3	15.74	30.64	20.33	6.28	12.68	13.84
25.46	25.29	31.45	27.84	30.3	29.17	6.34	28.31	34.56	6.73	27.2	41.39	24.2	32.47	13.38	13.87	32.2	28.19	23.35	15.84	33.74	22.82	11.81	30.3
9.39	6.06	17.07	12.55	26.95	44.54	9.05	12.92	33.05	14.83	11.61	32.2	20.47	28.24	30.71	18.46	22.97	10.0	11.5	9.17	12.32	10.41	14.69	21.26
25.97	29.69	33.68	33.25	45.07	25.84	34.71	53.84	32.73	15.14	58.74	26.4	34.9	39.92	20.92	36.33	26.1	27.06	25.11	13.61	28.4	18.94	36.79	25.78
19.24	20.1	46.51	32.08	49.34	48.72	13.8	51.54	26.97	2.16	42.54	37.28	18.24	7.16	11.6	33.38	14.15	5.93	27.69	29.93	71.87	17.38	36.69	35.6
18.94	19.31	33.73	52.2	43.14	47.3	18.93	39.8	40.18	7.13	53.13	44.02	9.12	6.01	41.62	44.07	41.81	11.29	21.12	20.62	56.62	10.35	34.86	47.3
18.53	14.57	24.86	24.86	34.83	39.47	17.18	39.47	24.81	10.89	34.83	39.15	39.47	23.2	17.2	39.15	18.53	17.97	34.76	24.81	34.83	11.22	32.23	34.5
3.66	7.83	17.88	4.37	9.55	5.38	7.03	9.71	11.43	2.11	9.55	8.85	22.54	3.76	7.58	8.69	7.41	2.11	11.05	1.34	9.56	10.27	6.61	22.0
23.27	36.43	36.39	25.68	35.07	41.83	21.67	45.04	36.43	49.26	70.55	36.39	26.07	29.31	13.53	40.5	27.68	13.49	37.63	23.36	41.03	24.36	22.08	34.22
28.99	28.44	34.11	22.68	54.06	16.15	17.69	65.16	30.26	14.59	56.97	57.1	33.84	18.37	24.69	62.8	19.04	39.8	21.04	4.16	66.14	19.23	31.49	51.58
31.57	48.55	89.42	54.76	68.39	70.95	16.83	46.61	37.26	15.52	38.59	52.08	34.0	44.69	39.51	32.66	26.28	29.98	60.08	22.1	66.95	28.69	28.17	78.48
2.66	6.73	34.8	27.81	33.76	32.87	16.01	55.82	16.17	4.05	30.9	8.89	9.35	20.13	34.2	22.48	8.84	3.49	23.3	22.87	22.87	5.65	24.67	31.59
40.37	34.11	37.6	36.66	31.55	33.37	28.43	31.68	29.74	35.41	37.6	23.29	36.66	38.18	31.64	36.62	41.92	41.68	33.82	47.37	37.57	43.52	35.99	20.04
17.35	19.21	28.64	35.67	30.62	26.55	24.8	36.92	10.63	11.42	28.52	27.13	22.1	42.68	18.57	32.81	27.46	23.35	27.8	3.18	30.25	14.82	31.55	15.18
36.62	42.38	40.68	43.02	40.19	31.37	30.96	49.25	35.96	27.04	46.5	40.03	25.42	46.17	46.31	41.73	38.86	24.78	37.16	47.35	43.58	7.81	39.88	37.57
9.49	4.29	28.84	40.64	26.85	11.09	13.53	23.0	3.94	11.64	36.99	15.84	14.48	26.34	11.54	34.03	12.6	10.17	32.17	10.28	47.2	6.61	35.05	50.81
27.49	19.33	24.65	16.71	9.59	51.85	14.3	21.43	32.79	13.94	30.5	16.5	13.94	6.01	13.05	28.77	20.57	15.12	25.54	13.51	53.71	14.3	16.81	53.71
13.07	33.85	15.31	21.93	77.54	48.82	11.84	50.11	54.6	12.5	54.03	19.06	31.42	11.79	22.49	33.13	14.17	12.95	13.6	19.6	44.19	13.07	9.09	57.19
25.21	32.05	82.8	82.07	58.46	70.95	23.39	70.95	42.03	27.07	70.95	44.83	55.81	43.5	38.44	50.63	47.73	58.46	59.1	59.19	82.07	17.8	39.82	54.82
10.35	20.27	15.59	22.68	24.83	34.35	6.88	46.57	26.55	38.17	12.63	26.21	29.74	12.94	14.73	24.0	30.01	12.14	35.55	20.19	32.16	10.37	31.87	14.07
27.7	32.33	33.06	29.42	68.72	42.62	10.04	40.6	29.64	21.43	37.42	29.75	27.62	37.42	13.2	62.61	29.53	11.9	34.2	34.53	42.62	3.29	33.31	36.74
3.46	6.61	8.23	7.66	8.23	8.23	6.15	8.23	7.66	7.69	8.23	7.66	9.67	3.46	6.96	8.23	9.63	8.23	7.66	6.61	8.23	6.61	8.23	8.23
34.23	44.31	11.41	26.93	27.14	42.85	16.64	26.15	28.4	7.6	26.12	26.15	41.6	5.01	24.3	26.06	8.55	25.31	13.08	64.56	27.14	23.31	10.31	20.69
30.27	18.7	35.74	38.88	80.71	80.71	59.87	35.74	48.33	69.89	80.71	80.71	29.54	9.08	57.96	35.74	80.71	26.45	69.89	18.6	80.71	37.2	29.54	80.71
7.7	11.76	16.06	14.93	16.48	24.87	4.35	36.8	18.57	14.28	28.82	29.76	5.4	29.91	18.89	24.22	28.92	30.41	16.43	21.94	22.34	16.64	19.45	28.16
24.79	21.28	30.74	15.26	18.21	20.31	5.25	18.88	14.83	4.18	30.62	20.31	20.59	21.07	5.56	32.87	15.52	17.42	15.82	17.73	43.53	6.72	19.45	20.31
14.26	18.56	24.04	22.81	16.94	31.21	14.23	24.04	22.08	31.15	39.02	22.07	41.41	10.42	14.94	20.88	12.02	21.31	20.88	10.39	28.69	7.26	44.04	51.92
9.85	36.11	28.16	29.99	27.1	27.1	29.99	25.54	41.87	13.16	36.11	34.23	21.41	53.08	33.25	41.87	28.16	7.64	35.39	27.1	25.54	29.99	34.05	22.79
16.38	21.65	5.52	41.73	45.31	41.11	25.0	36.91	27.46	13.1	38.36	36.75	21.96	14.67	45.01	41.43	34.32	12.35	35.63	23.39	38.36	6.87	26.66	39.31
47.39	48.75	44.76	56.63	44.8	67.83	45.36	51.47	35.41	46.84	67.14	43.49	27.68	36.6	27.9	33.05	48.46	48.47	43.94	15.92	49.0	45.36	41.13	39.61
29.09	6.46	22.07	47.79	38.13	48.39	13.33	67.4	45.08	17.8	76.41	27.8	11.21	19.52	15.56	44.12	16.07	17.36	24.3	24.55	48.39	22.76	31.12	36.76
7.07	11.15	7.33	6.48	18.43	23.1	10.83	17.45	15.73	19.99	18.91	14.42	5.46	6.98	6.14	21.93	12.42	9.85	20.21	6.03	25.23	14.41	6.96	19.38
47.87	43.35	46.21	60.3	58.52	58.52	48.67	58.52	34.36	33.36	66.07	60.3	38.62	32.97	47.97	47.97	53.85	32.97	38.61	78.03	67.97	60.39	37.58	60.3
19.24	8.86	20.95	40.65	52.98	43.94	28.2	63.47	43.31	6.06	65.97	29.31	13.95	15.52	8.07	33.08	22.27	29.05	47.99	25.06	65.01	10.6	18.81	43.0
7.03	6.6	18.21	9.76	25.38	32.66	16.35	42.6	35.28	19.23	24.74	9.43	6.3	16.35	17.97	35.03	15.9	8.84	36.03	15.6	49.12	13.07	18.92	47.43
4.01	4.74	43.29	33.15	45.56	42.55	5.31	36.72	9.37	3.9	38.57	32.56	4.66	25.41	27.98	33.67	5.6	9.01	29.28	13.24	38.57	12.04	4.34	42.57
20.9	11.56	16.89	25.84	26.19	26.53	10.17	13.6	25.47	25.8	26.19	26.19	26.16	22.85	10.36	26.92	22.86	27.76	26.19	21.75	27.89	3.8	26.16	37.12
17.97	14.13	30.3	38.54	41.08	47.28	19.91	45.68	17.14	24.28	47.32	25.54	22.26	10.69	18.69	28.12	33.23	20.16	21.63	25.54	39.98	29.9	31.33	34.85
48.82	27.62	37.03	48.82	32.49	32.49	10.26	32.49	38.09	30.7	62.68	37.03	40.64	33.87	14.23	40.69	48.82	31.68	37.03	36.35	62.68	11.71	38.2	15.87
23.62	20.55	38.88	29.02	39.72	31.24	39.85	34.97	34.95	23.85	34.73	20.74	20.55	21.97	17.47	28.29	33.78	21.74	25.88	21.01	49.46	9.16	35.39	24.95
31.7	31.7	32.65	54.52	73.49	32.65	15.58	82.65	39.18	54.52	82.65	54.52	24.38	32.65	39.38	54.52	54.52	54.52	54.52	54.52	82.65	32.65	54.52	82.65
26.67	32.55	24.0	44.52	49.43	59.93	27.72	58.08	14.29	23.64	43.32	52.65	57.25	63.84	37.64	49.57	45.28	10.32	36.82	19.14	56.85	16.09	28.22	36.49
25.51	23.12	45.13	33.0	39.67	23.74	18.13	32.0	38.48	27.11	42.11	36.38	31.88	32.74	34.38	33.21	50.89	21.72	45.13	8.53	29.09	29.87	21.87	12.31
13.83	49.35	59.75	49.35	49.35	59.75	12.29	49.86	34.39	51.55	36.03	49.35	27.17	36.6	40.93	70.33	59.75	38.36	49.35	62.43	70.33	28.64	51.55	58.2
8.5	30.21	13.32	19.79	25.13	21.65	22.2	32.54	15.99	3.85	43.96	11.92	13.8	22.5	4.83	18.67	15.31	10.01	12.99	23.64	32.06	24.3	13.55	39.91
22.98	13.12	40.32	24.42	58.87	53.57	23.75	48.1	45.32	10.63	54.05	40.11	36.42	50.64	33.0	34.92	49.27	32.08	38.5	12.41	54.05	11.83	33.76	54.05
