Tiny Aya Global,GPT OSS 20B,UvA-MT,Qingqiu-MT-9B,Dubformer,DeepSeek V4 Pro,CUNI-EdUKate,Qwen 3.6 - 27b,Gemini 3.1 Pro,Ministral 3 - 14B,GoogleTranslate,Tower 9B,Mistral Medium 3.5,Command A+,Cohere CAT+,GPT OSS 120B,Qwen 3.5 - 9b,Gemma 4 - 4B,CUNI-MH-v3,TRIVE,SalamandraTA,GPT 5.5,Gemma 4 - 31B,GLM 4 - 9B
['Gefahrenpiktogramm'],"['Gefahrenpiktogramm', 'Gefahrenpiktogramm']","['Gefahrenpiktogramm', 'Gefahrenpiktogramm']",[],"['Gefahrenpiktogramm', 'Gefahrenpiktogramm']",[],[],[],[],['Gefahrenpiktogramm'],['Gefahrenpiktogramm'],[],"['Gefahrenpiktogramm', 'Gefahrenpiktogramm']","['Gefahrenpiktogramm', 'Gefahrenpiktogramm']",['Gefahrenpiktogramm'],"['Gefahrenpiktogramm', 'Gefahrenpiktogramm']",[],['Gefahrenpiktogramm'],[],[],[],[],"['Gefahrenpiktogramm', 'Gefahrenpiktogramm']",[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Lärmexpositionspegel'],[],[],[],[],[],[],[],[],['Lärmexpositionspegel'],[],[],[],['Lärmexpositionspegel'],['Lärmexpositionspegel'],[],[],['Lärmexpositionspegel'],[],['Lärmexpositionspegel'],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],['TLV-STEL'],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],['gewaltsam Ursache'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],['Not-Halt-Gerät'],[],[],[],[],[],[],[],[],[],[],['Not-Halt-Befehlsgerät'],[],[],[],[],[],['Not-Halt-Gerät'],[],['Not-Halt-Gerät'],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],['unter Spannung stehend aktiv Teil'],['unter Spannung stehend aktiv Teil'],['unter Spannung stehend aktiv Teil'],[],[],[],[],['unter Spannung stehend aktiv Teil'],[],[],['unter Spannung stehend aktiv Teil'],[],['unter Spannung stehend aktiv Teil'],['unter Spannung stehend aktiv Teil'],[],[],[],[],[],[],['unter Spannung stehend aktiv Teil'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],['chronisch Wirkung'],['chronisch Wirkung'],['chronisch Wirkung'],['chronisch Wirkung'],['chronisch Wirkung'],[],['chronisch Wirkung'],[],[],[],[],[],['chronisch Wirkung'],['chronisch Wirkung'],['chronisch Wirkung'],[],['chronisch Wirkung'],['chronisch Wirkung'],[],['chronisch Wirkung'],[],['chronisch Wirkung']
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],['Schutzschuh'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Sicherheitsschuh'],['Sicherheitsschuh']
['Schutzschuh'],['Schutzschuh'],['Schutzschuh'],['Sicherheitsschuh'],[],[],[],['Schutzschuh'],[],['Schutzschuh'],[],['Schutzschuh'],[],[],[],['Schutzschuh'],[],['Schutzschuh'],[],[],['Sicherheitsschuh'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Ruf- und Sichtverbindung'],[],[],[],[],[],['Ruf- und Sichtverbindung'],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],"['Schiebeleiter', 'Schiebeleiter']",[],[],[],[],[],[],[],[],"['Schiebeleiter', 'Schiebeleiter']",[],[],[],['Schiebeleiter'],[],[],[],['Schiebeleiter'],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],['allgemeine Erwerbsfähigkeit'],[],[],[],[],[],['allgemeine Erwerbsfähigkeit'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Expositionsrisiko gegenüber Asbestfasern'],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],['dreiteilig Mehrzweckleiter'],[],['Stehleiter mit aufgesetzter Schiebeleiter'],[],[],[],[],[],[],[],['Stehleiter mit aufgesetzt Schiebeleiter'],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Höhenarbeiten am Seil'],[],[],[],[],[],[],[],[],[],[],['Höhenarbeiten am Seil'],[],['Höhenarbeit an Seil'],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Karabinerhaken'],[],['Karabinerhaken'],[],[],[],['Karabiner'],[],[],[],['Karabiner'],['Karabiner'],[],[],[],[],[],['Karabinerhaken'],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Eignung für die spezifische Aufgabe'],[],[],[],[],[],[],[],[],['Eignung für die spezifische Aufgabe'],[],[],[],[],[],[],[],[],[],[],[]
[],['Eignung für die spezifische Aufgabe'],[],[],[],[],[],[],[],[],[],['Eignung für die spezifische Aufgabe'],[],[],[],[],[],[],[],[],[],[],['Eignung für die spezifische Aufgabe'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],['einfach Bürgerzugang'],[],[],[],[],[],[],[],[],[],[],[],['allgemein Bürgerzugang'],[],[],[],[],[],['allgemein Bürgerzugang']
[],[],[],[],[],[],[],['allgemeiner Bürgerzugang'],[],[],[],[],['einfacher Bürgerzugang'],[],['einfacher Bürgerzugang'],[],['einfach Bürgerzugang'],['allgemeiner Bürgerzugang'],[],[],['einfacher Bürgerzugang'],[],[],['allgemeiner Bürgerzugang']
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],['Schadensanzeige'],['Schadensanzeige'],[],[],[],[],[],['Schadensanzeige'],[],[],[],['Schadensanzeige'],[],['Schadensanzeige'],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],['Fingerabdruckdaten'],[],['Fingerabdruckdaten'],[],[],[],[],[],['Fingerabdruckdaten'],['Fingerabdruckdaten'],[],[],[],[],[],[],['Fingerabdruckdaten'],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],['Rundumleuchte'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],['unter Spannung stehend aktiv Teil'],[],['unter Spannung stehend aktiv Teil'],[],[],['unter Spannung stehend aktiv Teil'],[],[],[],[],[],[],[],[],[],[],['unter Spannung stehend aktiv Teil']
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],['überregional Stelle der Arbeitsinspektorat'],[],[],[],[],[],[],[],[],"['überregional Stelle der Arbeitsinspektorat', 'Gebietsstelle der Arbeitsinspektorat']",[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],['Eignungsuntersuchung'],['Eignungsuntersuchung'],[],[],[],[],[],[],[],[],[],['Eignungsuntersuchung'],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],['Kunstakademie'],[],[],[],['Hochschule für Musik und Tanz'],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],['Freileitung'],['Freileitung'],['Freileitung'],[],['Freileitung'],[],[],[],[],[],['Freileitung'],[],[],['Freileitung'],['Freileitung'],['Freileitung'],['Freileitung'],[],[],['Freileitung'],['Freileitung'],['Freileitung'],[]
[],['Freileitung'],[],[],[],['Freileitung'],[],[],[],[],[],[],[],['Freileitung'],[],['Freileitung'],[],[],[],[],['Freileitung'],['Freileitung'],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],['Tür der Notausgang'],[],[],[],['Tür der Notausgang'],[],[],[],[],[],[],[],['Tür der Notausgang'],[],['Tür der Notausgang'],['Tür der Notausgang'],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],['SELV-Stromkreis'],[],[],[],[],[],[],['SELV-Stromkreis'],[],[],['SELV-Stromkreis'],[],[],[],[],['SELV-Stromkreis'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],['Schutznetz'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],['analoge Ausfertigung eines digitalen Dokuments'],[],[],[],[],['analoge Ausfertigung eines digitalen Dokuments'],[],['analoge Ausfertigung eines digitalen Dokuments'],[],[],[],[],[],[],[],['analoge Abschrift eines informatischen Dokumentes'],[]
"['informatische Kopie eines analogen Dokuments', 'informatische Abschrift eines informatischen Dokumentes']",['digitale Kopie eines analogen Dokuments'],[],[],[],['digitale Kopie eines Papierdokuments'],[],['digitale Kopie eines analogen Dokuments'],[],[],[],[],['digitale Kopie eines Papierdokuments'],['digitale Kopie eines analogen Dokuments'],['digitale Kopie eines Papierdokuments'],['digitale Kopie eines analogen Dokuments'],[],[],[],[],['digitale Kopie eines analogen Dokuments'],['digitale Kopie eines Papierdokuments'],['digitale Kopie eines Papierdokuments'],[]
[],[],['informatische Kopie eines analogen Dokuments'],[],['digitale Kopie eines Papierdokuments'],['digitale Kopie eines Papierdokuments'],[],[],[],[],[],[],[],['digitale Kopie eines Papierdokuments'],['digitale Kopie eines analogen Dokuments'],['digitale Kopie eines Papierdokuments'],[],[],[],[],[],['digitale Kopie eines Papierdokuments'],[],[]
[],['elektronische Kopie eines Papierdokuments'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],['Abstand'],['Abstand'],[],['Abstand'],['Abstand'],['Abstand'],['Abstand'],[],[],[],[],['Abstand'],[],['Abstand'],['Abstand'],[],['Abstand'],['Abstand'],['Abstand'],['Abstand'],['Abstand'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['Isolation auf Vertrauensbasis'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Vollmaske mit austauschbarem Filter'],[],[],[],['Vollmaske mit austauschbarem Filter'],[],[],[],[],[],[],['Vollmaske mit austauschbarem Filter'],[],[],['Vollmaske mit austauschbarem Filter'],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],['Anlegeleiter'],['Anlegeleiter'],[],[],[],[],[],[],['Anlegeleiter'],[],[],[],[],[],[],['Anlegeleiter'],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Jahresbewertung'],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],['Zugangsrecht zu den Verwaltungsunterlagen'],[],['Recht auf Zugang zu den Verwaltungsunterlagen'],['Recht auf Zugang zu den Verwaltungsunterlagen'],['Recht auf Zugang zu den Verwaltungsunterlagen'],[],['Recht auf Zugang zu den Verwaltungsunterlagen'],[],[],[],[],['Recht auf Zugang zu den Verwaltungsunterlagen'],['Recht auf Zugang zu den Verwaltungsunterlagen'],['Recht auf Zugang zu den Verwaltungsunterlagen'],['Zugangsrecht zu den Verwaltungsunterlagen'],['Recht auf Zugang zu den Verwaltungsunterlagen'],[],[],[],[],[],['Recht auf Zugang zu den Verwaltungsunterlagen'],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],['erstrangig Freilandstraße'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['zweitrangig Freilandstraße'],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
['Landesethikkomitee'],[],['Landesethikkomitee'],['Landesethikkomitee'],[],['Landesethikkomitee'],[],[],[],[],[],[],[],[],['Landesethikkomitee'],['Landesethikkomitee'],['Landesethikkomitee'],['Landesethikkomitee'],[],['Landesethikkomitee'],['Landesethikkomitee'],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['Regionalstaatsanwalt'],[],['Regionalstaatsanwalt'],[],[],[],[],[],[],[],[],['Regionalstaatsanwalt'],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],['regelmäßig ärztlich Untersuchung'],[],[],[],[],[],[],[],[],[],[],[],['regelmäßig ärztlich Untersuchung'],[],[],[],[],[],[],[],[],[]
