Tiny Aya Global,GPT OSS 20B,UvA-MT,Qingqiu-MT-9B,Dubformer,DeepSeek V4 Pro,CUNI-EdUKate,Qwen 3.6 - 27b,Gemini 3.1 Pro,Ministral 3 - 14B,GoogleTranslate,Tower 9B,Mistral Medium 3.5,Command A+,Cohere CAT+,GPT OSS 120B,Qwen 3.5 - 9b,Gemma 4 - 4B,CUNI-MH-v3,TRIVE,SalamandraTA,GPT 5.5,Gemma 4 - 31B,GLM 4 - 9B
[],[],[],[],[],[],[],[],[],[],[],[],['demoskopisch Umfrage'],[],[],[],['demoskopisch Umfrage'],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Verwaltungsbescheid'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Verwaltungsmaßnahme'],['Maßnahme'],[],['Maßnahme'],[],[],[],['Maßnahme'],['Verwaltungsbescheid'],['Maßnahme'],['Maßnahme'],['Maßnahme'],['Verwaltungsmaßnahme'],['Verwaltungsmaßnahme'],['Maßnahme'],[],['Maßnahme'],[],['Maßnahme'],['Maßnahme'],['Maßnahme'],[],['Maßnahme']
['Gesetzbuch'],['Gesetzbuch'],['Gesetzbuch'],[],[],[],[],[],[],[],[],[],[],[],['Gesetzbuch'],['Gesetzbuch'],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],"['Archiv', 'Archiv']","['Archiv', 'Archiv']","['Archiv', 'Archiv']","['Archiv', 'Archiv']","['Archiv', 'Archiv']","['Archiv', 'Archiv']","['Archiv', 'Archiv']","['Archiv', 'Archiv']","['Archiv', 'Archiv']","['Archiv', 'Archiv']","['Archiv', 'Archiv']","['Archiv', 'Archiv']",['Archiv'],['Archiv'],"['Archiv', 'Archiv']",['Archiv'],"['Archiv', 'Archiv']",['Archiv'],['Archiv'],"['Archiv', 'Archiv']","['Archiv', 'Archiv']","['Archiv', 'Archiv']","['Archiv', 'Archiv']"
,,,,,,,,,,,,,,,,,,,,,,,
['Feuerwehr'],[],[],[],[],[],[],['Feuerwehr'],[],[],"['Feuerwehr', 'Feuerwehr']",['Feuerwehr'],[],[],[],[],['Feuerwehr'],['Feuerwehr'],[],[],['Feuerwehr'],[],[],['Feuerwehr']
[],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],[],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr'],['Feuerwehr']
[],[],[],['Kraftwagen'],[],[],[],[],[],[],[],['Kraftwagen'],[],[],[],[],['Kraftwagen'],['Kraftwagen'],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Kraftwagen'],[],[],[]
[],[],['Motorwagen'],[],[],[],[],['Motorwagen'],[],['Motorwagen'],[],[],[],[],['Motorwagen'],[],['Motorwagen'],['Motorwagen'],[],[],[],[],['Motorwagen'],[]
[],[],[],['Kraftwagen'],[],[],[],['Kraftwagen'],[],[],[],['Fahrzeug'],[],['Kraftwagen'],[],[],[],['Kraftwagen'],[],[],[],[],[],['Fahrzeug']
['Fahrzeug'],['Fahrzeug'],['Motorwagen'],"['Motorwagen', 'Fahrzeug']",['Fahrzeug'],[],[],"['Motorwagen', 'Fahrzeug']",[],['Fahrzeug'],[],['Fahrzeug'],[],['Fahrzeug'],['Motorwagen'],['Fahrzeug'],['Motorwagen'],['Motorwagen'],['Fahrzeug'],[],"['Motorwagen', 'Fahrzeug']",[],['Fahrzeug'],['Fahrzeug']
[],[],['Motorwagen'],['Motorwagen'],['Motorwagen'],['Motorwagen'],[],['Motorwagen'],['Motorwagen'],[],[],[],[],['Motorwagen'],['Motorwagen'],[],[],['Motorwagen'],[],['Motorwagen'],[],[],['Motorwagen'],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"['Fahrzeug', 'Fahrzeug', 'Kleinbus']","['Fahrzeug', 'Fahrzeug']",['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],"['Fahrzeug', 'Kleinbus']",['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug'],['Fahrzeug']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],"['nichtstaatlich Schule', 'nichtstaatlich Schule']",[],[],[],[],[],[],"['nichtstaatlich Schule', 'nichtstaatlich Schule']","['nichtstaatlich Schule', 'nichtstaatlich Schule']","['nichtstaatlich Schule', 'nichtstaatlich Schule']",[],[],[],[],"['nichtstaatlich Schule', 'nichtstaatlich Schule']",['nichtstaatlich Schule'],[],[],[],[],[],"['nichtstaatlich Schule', 'nichtstaatlich Schule']"
[],['nichtstaatlich Schule'],['nichtstaatlich Schule'],[],[],[],['nichtstaatlich Schule'],[],[],[],['nichtstaatlich Schule'],[],[],[],[],['nichtstaatlich Schule'],[],[],['nichtstaatlich Schule'],['nichtstaatlich Schule'],[],[],[],['nichtstaatlich Schule']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
['Fahrzeug'],[],[],[],[],[],"['Fahrzeug', 'Fahrzeug']",[],[],[],"['Fahrzeug', 'Fahrzeug']",[],[],[],[],[],[],"['Fahrzeug', 'Fahrzeug']",['Fahrzeug'],[],['Fahrzeug'],[],[],['Fahrzeug']
['Fahrzeug'],[],[],[],[],[],['Fahrzeug'],[],[],[],['Fahrzeug'],"['Fahrzeug', 'Fahrzeug']",[],['Fahrzeug'],[],[],['Fahrzeug'],[],[],[],['Fahrzeug'],[],[],['Fahrzeug']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Gespannfuhrwerk'],[],['Fuhrwerk'],[],[],[],[],[],[],[]
['Kraftfahrzeug'],['Kraftfahrzeug'],['Kraftfahrzeug'],['Kfz'],['Kraftfahrzeug'],[],['Kraftfahrzeug'],[],[],['Kraftfahrzeug'],[],['Kfz'],['Kraftfahrzeug'],['Kraftfahrzeug'],['Kfz'],['Kraftfahrzeug'],['Kraftfahrzeug'],['Kraftfahrzeug'],[],[],"['Kfz', 'Kfz']",[],['Kraftfahrzeug'],['Kraftfahrzeug']
[],[],[],['Fahrzeug'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Anhänger'],[],[],"['Anhänger', 'Anhänger']",[],[],[],[],[],[],[],[],[],"['Anhänger', 'Anhänger']","['Anhänger', 'Anhänger']",[],['Anhänger'],"['Anhänger', 'Anhänger']",['Anhänger'],[],['Anhänger'],[],[],"['Anhänger', 'Anhänger']"
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],['Verschmutzung'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],['Deponie'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],['Abfallerzeuger'],[],[],[],[],[],[],[],['Abfallerzeuger'],[],['Abfallerzeuger'],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],['Denkmalschutz'],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['Landschaftsschutz'],[],[],['Landschaftsschutz'],['Landschaftsschutz'],[],[],[],[],[],[],[],[],[],[]
['Landschaftsschutz'],['Landschaftsschutz'],['Landschaftsschutz'],['Landschaftsschutz'],[],[],[],[],[],['Landschaftsschutz'],[],['Landschaftsschutz'],['Landschaftsschutz'],[],[],['Landschaftsschutz'],[],['Landschaftsschutz'],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],['Denkmalschutz'],[],[],[],[],[],[],[],[],[],[],[],[],[],['Denkmalschutz'],['Denkmalpflege'],['Denkmalschutz'],[],[],[],[],[],[]
['Kulturgutschutz'],['Denkmalschutz'],['Kulturgutschutz'],['Denkmalschutz'],['Kulturgutschutz'],[],[],['Denkmalschutz'],[],['Kulturgutschutz'],[],[],['Kulturgutschutz'],[],['Kulturgutschutz'],['Denkmalschutz'],[],['Kulturgutschutz'],['Denkmalpflege'],['Denkmalpflege'],[],[],['Denkmalschutz'],['Kulturgutschutz']
[],[],[],['strategische Umweltprüfung'],[],[],[],[],[],[],[],['strategische Umweltprüfung'],['strategische Umweltprüfung'],[],[],[],[],['strategische Umweltprüfung'],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],['Rechtssprechungssektion'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['vereinigt Sektion'],[],[],[],[],[],['vereinigt Sektion'],[],[],[],['vereinigte Sektion'],[],[],['vereinigte Sektion'],['vereinigte Sektion'],[],['vereinigte Sektion'],[],[],['vereinigt Sektion'],[],['vereinigt Sektion'],['vereinigte Sektion']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],['Präsident der Rechnungshof'],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Regionalstaatsanwaltschaft'],[],[],[],[],[],[],[],['Regionalstaatsanwaltschaft'],[],[],['Regionalstaatsanwaltschaft'],[],['Regionalstaatsanwaltschaft'],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],['Beinschutz'],['Beinschutz'],[],[],['Beinschutz'],[],[],['Beinschutz'],['Beinschutz'],[],[],[],['Beinschutzausrüstung'],[],[],[],['Beinschutz'],[],['Beinschutz'],['Beinschutz'],['Beinschutz'],['Beinschutz'],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Schutzsystem gegen Absturz'],['Schutzsystem gegen Absturz'],['Auffangsystem'],['Schutzsystem gegen Absturz'],['Schutzsystem gegen Absturz'],[],[],['Schutzsystem gegen Absturz'],['Auffangsystem'],[],[],['Schutzsystem gegen Absturz'],[],['Schutzsystem gegen Absturz'],['Schutzsystem gegen Absturz'],[],[],[],['Schutzsystem gegen Absturz'],[],['Schutzsystem gegen Absturz'],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],['Auffangsystem'],[],[],[],['Auffangsystem'],[],[],[],[],['Auffangsystem'],[],[],['Auffangsystem']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Zündquelle'],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],['Schnittschutzkleidung'],[],[],[],[],[],[],[],['Schnittschutzkleidung'],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],[],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung'],['Strahlenschutzkleidung']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Fußschutz'],[],[],[]
[],[],[],[],[],[],['Schutzkleidung'],[],[],[],[],[],[],[],[],[],[],[],"['Schutzkleidung', 'Schutzkleidung']",[],[],[],[],[]
[],[],['Schutzkleidung'],[],[],[],['Schutzkleidung'],[],[],[],[],[],[],[],['Schutzkleidung'],[],[],[],[],[],[],[],[],['Schutzkleidung']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Fußschutzausrüstung'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Mitglied der Notfalleinsatzgruppe'],[],[],[],[],[],[],[],['Mitglied der NFEG'],['Mitglied der Notfalleinsatzgruppe'],[],[],[],['Mitglied der Notfalleinsatzgruppe'],['Mitglied der Notfalleinsatzgruppe'],[],[],[],[],['Mitglied der Notfalleinsatzgruppe'],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],['Notfallbeauftragter'],[],[],[],[],[],['Mitglied der Notfalleinsatzgruppe'],[],['Notfallbeauftragter'],[],['Notfallbeauftragter'],['Notfallbeauftragter'],[],[],[],[],['Mitglied der Notfalleinsatzgruppe'],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['Arbeitsstoff'],[],[],[],['Arbeitsstoff'],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Durchführungsverfahren'],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],['Gefahr'],[],[],[],[],[],['Gefahr'],[],[],[],[],[],[]
[],[],[],[],[],[],['ärztlich Untersuchung'],[],[],['ärztlich Untersuchung'],[],[],[],[],[],[],[],[],[],[],[],[],[],['ärztlich Untersuchung']
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],['Sicherheitszeichen'],[],[],[],[],[],['Sicherheitszeichen'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
['Verbotsschild'],['Verbotsschild'],[],[],[],[],['Verbotsschild'],[],[],['Verbotsschild'],['Verbotsschild'],[],['Verbotsschild'],['Verbotsschild'],['Verbotsschild'],[],[],[],['Verbotsschild'],[],['Verbotsschild'],[],[],[]
['Verbotsschild'],[],[],['Warnschild'],[],[],['Verbotsschild'],[],[],[],['Verbotsschild'],[],['Verbotsschild'],[],['Verbotsschild'],[],[],[],['Verbotsschild'],[],['Verbotsschild'],[],[],[]
[],[],[],[],[],[],[],[],[],['Zündquelle'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Schifffahrt'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],['Schutzausrüstung'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['Erste-Hilfe-Ausstattung'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],['Erste-Hilfe-Ausstattung'],[],[],[],[],['Erste-Hilfe-Ausstattung'],[],[],[],[],[],['Erste-Hilfe-Ausstattung'],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],['Augenspüleinrichtung'],[],[],[],[],[],[],[],[],['Augenspüleinrichtung'],['Augenspüleinrichtung'],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],['Lüftung'],[],[],[],[],[],[],[],['Lüftung'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
['Brandstiftung'],['Brand'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand'],['Brand']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Exposition']
"['Exposition', 'Exposition']",['Exposition'],['Exposition'],['Exposition'],[],['Exposition'],"['Exposition', 'Exposition']",['Exposition'],['Exposition'],['Exposition'],[],[],[],['Exposition'],['Exposition'],[],['Exposition'],['Exposition'],"['Exposition', 'Exposition']",['Exposition'],['Exposition'],['Exposition'],['Exposition'],['Exposition']
[],[],['Exposition'],[],['Exposition'],['Exposition'],['Exposition'],[],['Exposition'],[],[],[],[],[],['Exposition'],[],[],[],[],['Exposition'],[],['Exposition'],['Exposition'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
['Grenzwert'],['Grenzwert'],[],[],[],['Grenzwert'],['Grenzwert'],[],[],[],['Grenzwert'],['Grenzwert'],[],['Grenzwert'],[],['Grenzwert'],[],[],['Grenzwert'],[],[],[],[],[]
[],[],[],[],[],[],['Gefahr'],[],[],[],['Gefahr'],[],[],[],[],[],['Gefahr'],[],['Gefahr'],[],['Gefahr'],[],[],[]
[],[],[],['Gefahr'],[],[],['Gefahr'],['Gefahr'],[],[],[],[],[],[],[],[],['Gefahr'],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
['Gefahrenklasse'],['Gefahrenklasse'],[],['Gefahrenklasse'],[],[],[],['Gefahrenklasse'],[],[],[],[],['Gefahrenklasse'],[],[],[],[],[],['Gefahrenklasse'],[],[],[],['Gefahrenklasse'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Räumungssignal'],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
['Inspektion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
['Unfall'],[],[],['Unfall'],['Unfall'],[],[],"['Unfall', 'Unfall']",['Unfall'],['Unfall'],[],[],[],[],['Unfall'],['Unfall'],"['Unfall', 'Unfall']","['Unfall', 'Unfall']",[],[],['Unfall'],[],[],['Unfall']
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
['Unfall'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Unfall'],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['Expositionswert für mechanisch Vibration'],[],[],['Expositionswert für mechanisch Vibration'],[],[],[],[],[],[],[],[],[],[],[]
[],['PSA'],['PSA'],"['persönliche Schutzausrüstung', 'Schutzausrüstung']",[],[],[],[],['PSA'],"['persönliche Schutzausrüstung', 'Schutzausrüstung']","['persönliche Schutzausrüstung', 'Schutzausrüstung']","['persönliche Schutzausrüstung', 'Schutzausrüstung']",['PSA'],"['Persönliche Schutzausrüstung', 'Schutzausrüstung']",['PSA'],[],"['persönliche Schutzausrüstung', 'Schutzausrüstung']","['persönliche Schutzausrüstung', 'Schutzausrüstung']",[],['PSA'],[],['PSA'],[],"['persönliche Schutzausrüstung', 'Schutzausrüstung']"
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['Dienst für Arbeitsmedizin'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['Aufgabe'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']",[],"['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']",['Explosionsgrenze'],"['Explosionsgrenze', 'Explosionsgrenze']",[],"['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']","['Explosionsgrenze', 'Explosionsgrenze']"
[],['Schutzkleidung'],['Schutzkleidung'],['Schutzkleidung'],['Schutzkleidung'],[],[],['Schutzkleidung'],[],[],[],[],['Schutzkleidung'],['Schutzkleidung'],[],['Schutzkleidung'],['Schutzkleidung'],[],[],[],['Schutzkleidung'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],"['Schalteinrichtung', 'Schalteinrichtung']",[],[],[],[],[],[],[],['Schalteinrichtung'],[],[],[],[],[],[],[],"['Schalteinrichtung', 'Schalteinrichtung']",[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['Risiko'],['Gefahr'],[],[],[],['Gefährdung'],['Risiko'],[],[],[],[],[],['Gefährdung'],['Risiko']
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
['Stufe'],['Stufe'],['Stufe'],['Stufe'],['Stufe'],['Stufe'],['Stufe'],['Stufe'],['Stufe'],['Treppenstufe'],['Stufe'],['Stufe'],['Stufe'],['Stufe'],['Stufe'],['Stufe'],['Stufe'],['Stufe'],['Treppenstufe'],['Stufe'],['Stufe'],['Stufe'],['Stufe'],['Stufe']
[],[],[],[],[],[],[],[],[],[],[],['Berufskrankheit'],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['Sprossenleiter'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],['Trittleiter'],['Trittleiter'],[],[],[],[],['Trittleiter'],[],[],[],[],[],[],['Trittleiter'],['Trittleiter'],[],[],[],[],['Trittleiter'],[]
[],[],[],[],[],[],[],[],[],[],[],[],['elektromagnetisch Feld'],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Anlegeleiter'],[],[],[],[],[],['Anlegeleiter'],[],['Anlegeleiter'],[]
[],['Anstellleiter'],[],[],[],[],[],[],[],['Anstellleiter'],[],[],[],[],[],['Anstellleiter'],[],['Anstellleiter'],[],[],[],[],['Anstellleiter'],[]
