CUNI-EdUKate	CUNI-MH-v3	Cohere CAT+	Command A+	DeepSeek V4 Pro	Dubformer	GLM 4 - 9B	GPT 5.5	GPT OSS 120B	GPT OSS 20B	Gemini 3.1 Pro	Gemma 4 - 31B	Gemma 4 - 4B	GoogleTranslate	Ministral 3 - 14B	Mistral Medium 3.5	Qingqiu-MT-9B	Qwen 3.5 - 9b	Qwen 3.6 - 27b	SalamandraTA	TRIVE	Tiny Aya Global	Tower 9B	UvA-MT
28.92	41.03	66.36	45.26	87.14	61.37	47.2	89.96	42.0	33.62	92.79	51.96	42.08	27.2	38.64	67.4	35.51	29.13	44.15	37.2	87.14	24.16	44.15	55.76
10.09	10.36	17.86	13.91	18.48	13.13	12.0	49.32	32.86	27.09	78.45	37.05	18.93	14.48	11.12	14.24	13.47	7.12	12.65	35.82	63.7	10.62	11.88	15.37
14.34	13.97	49.25	14.3	45.55	20.15	17.94	41.56	13.23	9.13	72.0	47.77	9.39	14.34	13.28	31.31	12.86	13.27	10.14	5.14	48.96	4.04	18.87	64.74
30.6	4.9	29.56	58.49	59.21	51.35	40.78	35.97	25.97	16.07	61.43	48.84	25.56	20.67	33.46	41.79	29.51	33.26	37.88	34.59	67.0	19.6	29.09	41.8
31.38	30.79	32.68	35.51	27.33	45.37	29.17	53.25	11.08	9.5	36.99	31.42	29.57	32.81	13.89	31.1	31.02	13.09	35.64	24.16	39.82	23.95	16.95	22.11
8.62	8.73	52.98	32.44	55.9	57.64	12.0	74.84	8.38	9.69	58.67	36.27	10.26	9.05	25.39	37.47	8.07	6.42	20.03	22.01	71.31	16.85	27.7	83.18
22.94	17.57	34.33	34.37	33.85	50.83	10.1	34.37	33.49	34.36	54.4	19.3	22.87	25.73	23.93	12.58	15.8	17.95	19.24	26.22	34.33	12.83	27.37	26.12
45.16	39.47	51.56	42.1	54.03	53.29	16.59	100.0	27.62	27.62	65.68	67.0	42.82	52.52	32.94	54.58	42.13	25.43	46.83	31.49	43.96	54.95	33.7	56.55
13.04	27.75	36.43	41.25	46.29	38.14	27.13	73.83	46.37	40.52	73.83	63.99	48.38	28.94	38.46	57.52	37.12	28.95	47.08	39.43	76.6	47.3	48.6	49.66
15.45	23.71	39.9	17.51	43.04	51.3	9.62	44.65	39.72	5.54	42.26	32.6	18.46	13.6	6.61	42.66	10.08	6.89	15.27	10.05	36.99	7.27	12.06	29.82
15.3	14.52	31.32	17.28	22.7	27.45	7.88	36.72	4.83	12.98	58.28	30.84	18.47	21.04	6.08	21.59	16.0	9.98	20.38	22.51	47.23	3.72	17.38	32.02
39.57	39.55	44.35	86.19	85.79	85.79	19.57	73.44	71.03	27.59	85.79	61.7	37.42	32.76	52.9	61.7	81.94	50.86	85.79	25.14	62.68	28.62	85.79	70.77
36.51	49.3	62.22	43.91	85.46	56.39	48.55	68.25	52.08	43.99	79.28	26.28	10.6	39.85	30.94	54.82	34.91	15.91	15.91	68.25	68.25	36.51	36.51	68.25
32.44	15.81	32.28	60.53	45.93	47.5	51.63	45.04	23.3	25.79	55.08	47.08	41.07	20.56	20.08	42.14	32.03	29.37	27.62	33.74	45.04	38.19	13.96	60.48
21.22	11.39	8.02	46.28	47.72	42.59	17.67	55.08	36.52	24.74	65.37	26.52	26.25	5.23	17.45	41.23	29.62	14.76	42.45	59.07	49.95	4.2	48.18	46.38
42.38	65.66	67.98	56.48	61.17	56.29	48.45	61.4	63.18	53.77	84.71	54.01	57.65	60.12	41.15	52.48	58.75	52.59	44.53	57.82	72.72	59.38	48.04	61.74
48.21	63.69	71.65	57.16	24.32	71.41	45.81	27.08	49.3	43.41	67.83	71.41	43.12	61.15	34.12	55.15	67.28	45.81	56.98	57.1	71.45	59.28	47.31	55.15
37.25	27.87	7.76	5.27	59.19	49.85	10.97	53.14	15.81	5.86	68.35	21.13	20.57	48.09	20.88	37.66	15.96	18.18	31.0	27.91	56.16	18.05	19.95	54.35
9.49	27.47	14.69	6.07	5.61	13.52	4.46	19.23	8.52	3.99	14.73	26.94	5.3	5.31	9.56	5.82	11.99	4.32	8.1	6.39	24.74	6.67	14.13	13.87
40.39	56.78	17.74	12.16	32.27	36.97	11.79	48.26	23.93	31.45	28.68	24.4	33.66	7.89	24.97	45.68	38.36	27.35	30.41	17.83	36.35	11.04	30.34	36.35
31.87	45.01	32.64	31.87	55.14	66.82	22.86	41.02	43.52	36.24	77.34	39.34	23.76	16.11	26.36	32.25	50.52	28.33	25.16	7.64	38.54	37.23	41.44	26.7
36.34	33.42	50.92	42.35	59.63	66.19	20.34	67.75	43.43	18.46	59.77	41.69	45.42	27.6	36.37	64.02	48.5	44.43	32.84	29.5	51.7	25.74	17.12	54.56
33.26	18.6	19.33	58.77	47.54	70.17	70.17	100.0	47.54	52.61	47.54	47.54	58.77	24.38	30.13	70.17	19.33	16.81	70.17	19.33	19.33	38.83	18.6	19.33
11.32	8.64	15.27	13.74	17.35	16.68	10.19	17.35	14.96	3.35	40.26	30.16	10.19	9.6	8.93	6.79	17.11	4.34	17.36	16.27	37.96	7.23	7.71	39.29
75.27	51.42	63.22	71.71	84.67	75.27	42.07	84.67	51.43	17.68	87.87	87.87	60.05	71.71	52.69	75.27	69.27	59.71	70.33	64.81	78.9	49.58	49.05	48.14
6.71	7.08	5.34	3.71	12.12	6.0	9.77	12.13	12.89	4.89	14.12	8.93	2.91	6.71	8.95	20.61	12.96	5.96	6.07	6.69	7.0	3.36	7.65	27.65
9.55	13.27	51.92	33.46	54.69	29.57	21.33	54.69	31.73	14.63	51.92	51.92	20.52	15.59	41.47	24.11	18.73	14.9	37.63	35.49	51.92	17.94	51.92	51.92
89.32	89.32	100.0	67.04	74.19	74.19	67.04	74.19	100.0	90.36	74.19	100.0	100.0	89.32	67.04	90.36	100.0	74.19	44.97	73.49	74.19	80.71	90.36	74.19
4.86	5.82	15.73	15.08	38.46	37.95	5.81	59.33	25.48	23.93	48.52	16.92	34.53	10.13	13.8	17.86	15.42	13.6	31.24	22.66	43.6	13.33	34.53	33.3
30.73	43.57	35.54	39.25	58.06	58.06	12.85	75.82	38.39	19.47	58.06	58.06	31.28	19.46	29.79	49.94	49.94	30.78	49.94	49.94	75.82	36.85	49.94	75.82
24.44	13.89	16.91	13.43	11.94	24.44	12.28	50.45	38.95	17.67	85.91	16.91	9.49	15.67	13.35	16.68	25.88	17.13	13.43	16.91	50.45	16.91	16.91	20.8
8.98	9.19	9.55	19.16	25.21	40.21	11.88	35.85	28.2	21.94	20.05	8.69	10.69	21.22	7.66	12.39	16.54	14.77	21.68	20.51	39.39	21.2	14.15	34.76
43.91	15.6	56.43	33.6	84.83	84.83	3.55	100.0	61.62	24.1	81.28	53.88	9.33	49.86	7.41	61.02	29.04	39.62	27.8	46.1	100.0	30.96	21.49	69.61
38.75	38.82	27.74	34.78	67.33	48.72	58.11	57.03	35.7	20.44	70.23	56.39	38.79	47.56	29.47	59.62	62.12	23.82	31.51	71.61	58.79	42.2	39.79	53.62
17.49	24.91	21.52	42.14	31.05	34.07	19.87	62.91	38.31	11.43	60.2	22.53	41.01	34.34	20.97	20.17	26.42	20.69	23.08	21.52	64.41	19.96	41.18	25.43
18.86	3.69	10.44	53.76	38.74	22.61	3.8	38.74	44.0	8.65	53.76	29.94	8.32	20.9	28.38	24.52	20.97	18.86	25.31	25.13	45.74	25.55	20.33	12.04
4.66	4.66	16.4	11.5	11.6	32.0	19.56	18.15	8.2	4.37	32.0	27.14	8.52	13.79	6.47	24.71	4.66	4.62	8.45	8.45	32.28	7.84	8.45	32.0
33.03	32.59	45.85	52.13	62.96	41.88	35.09	55.23	53.01	9.38	56.03	50.1	17.56	27.05	35.09	28.77	59.64	6.13	8.54	42.8	42.79	16.25	37.86	36.86
9.72	8.79	27.07	72.98	50.82	72.98	9.3	32.62	21.04	13.11	56.64	29.15	14.88	41.02	7.76	41.02	35.99	7.47	50.82	26.98	35.99	9.27	27.07	72.98
35.75	48.79	53.21	66.69	68.69	79.22	50.64	60.61	58.05	21.25	73.98	55.53	50.77	33.54	54.84	65.44	45.81	53.78	51.61	44.09	45.29	52.31	49.88	47.27
12.97	12.42	27.33	16.46	40.3	35.63	21.06	83.09	42.3	19.65	41.71	27.23	10.45	12.78	16.75	29.7	25.18	24.26	32.76	20.81	42.63	17.32	26.76	49.1
17.53	1.05	32.68	30.83	29.58	37.72	9.74	30.29	14.12	13.4	41.71	28.02	19.76	18.7	23.2	33.88	16.71	10.31	16.33	9.22	34.4	9.39	27.88	30.07
25.56	35.56	50.46	46.87	41.4	52.14	26.28	55.68	44.87	32.22	52.16	46.87	40.94	48.53	30.65	46.87	26.55	57.53	40.69	40.92	52.16	47.91	39.5	41.82
5.39	10.22	34.42	21.11	58.96	28.31	6.71	31.9	14.32	26.9	53.05	45.1	28.83	15.88	28.7	39.43	8.53	13.18	18.91	29.71	41.99	7.05	9.99	38.53
21.86	33.02	45.04	25.74	25.28	48.56	17.7	72.66	34.29	22.22	88.18	39.64	23.37	20.74	9.98	19.69	29.4	6.97	27.57	27.35	82.01	18.44	28.67	82.01
11.48	24.72	37.03	39.29	45.51	55.92	10.12	55.92	17.66	20.75	43.14	37.95	20.37	34.47	38.34	26.16	22.35	14.34	19.87	35.36	40.44	14.82	12.18	40.1
27.48	20.73	41.43	20.38	52.89	59.62	15.32	84.1	40.9	22.19	65.18	35.14	30.97	28.63	30.77	40.29	39.39	32.29	33.56	40.37	100.0	31.59	33.73	92.58
33.57	13.82	34.45	34.45	55.5	45.14	22.28	47.81	20.71	27.53	33.3	50.23	29.22	27.07	32.56	52.18	42.17	19.95	12.8	30.47	45.04	23.65	51.86	39.24
42.85	25.51	50.42	53.06	68.44	60.45	35.22	77.71	30.4	27.01	61.44	35.7	49.76	59.11	21.42	48.69	56.26	42.35	53.42	59.48	73.52	38.96	44.52	48.01
32.56	47.45	53.91	66.13	64.75	65.97	19.0	78.67	61.63	31.49	82.47	56.07	56.07	56.91	55.8	51.54	70.98	39.1	53.99	52.08	80.58	41.68	37.2	47.62
12.32	8.95	17.27	15.64	28.49	28.98	27.75	25.57	15.31	7.78	36.96	17.27	9.35	27.55	9.35	31.72	6.91	9.23	31.72	30.66	31.72	29.93	16.56	25.98
29.95	41.19	45.87	43.54	60.77	39.84	3.95	57.01	23.12	22.45	43.15	45.6	5.41	48.04	3.88	35.93	30.04	5.11	10.88	44.83	57.01	22.37	5.13	32.24
10.51	5.54	21.27	6.42	30.73	26.66	10.94	16.08	14.4	4.62	32.0	24.59	4.89	9.65	3.31	24.97	7.9	3.54	7.1	4.22	28.39	10.4	8.12	23.02
18.51	18.86	21.17	21.51	25.85	23.38	25.05	24.87	13.29	6.04	29.12	37.77	22.67	23.64	16.15	33.91	23.53	8.12	22.39	28.05	20.11	22.59	39.65	35.39
12.69	23.33	39.71	25.99	49.51	39.71	28.91	49.49	24.7	16.81	39.05	34.21	20.34	47.92	12.53	14.3	53.82	15.46	21.71	36.76	48.81	14.3	31.84	18.26
28.49	38.31	42.65	49.18	65.35	62.46	30.96	79.15	38.57	32.05	57.1	40.43	34.39	50.13	57.11	36.51	38.73	36.72	49.34	39.46	57.15	30.28	27.63	50.73
36.63	49.21	30.53	41.19	46.56	40.39	36.41	48.55	41.36	35.37	55.04	53.17	31.0	38.29	56.54	40.46	40.39	37.46	29.25	48.71	63.26	44.27	32.83	38.67
42.84	57.69	9.05	42.32	50.4	55.28	27.91	56.04	43.52	30.7	51.73	64.66	27.59	41.9	50.01	38.59	50.21	42.09	50.21	37.04	55.28	17.45	28.9	15.16
40.07	17.55	21.34	26.47	50.81	53.59	47.59	59.64	34.86	9.86	50.81	50.81	17.94	19.14	43.2	35.72	37.17	7.87	39.77	38.39	53.59	28.14	30.57	23.6
27.45	19.99	27.16	15.75	46.11	40.19	27.72	46.58	23.56	12.65	59.32	23.93	8.75	28.59	17.91	33.44	22.97	19.32	34.19	36.26	47.02	16.31	19.05	16.19
3.77	4.27	51.99	51.99	51.99	51.99	14.75	61.89	26.73	40.04	61.89	46.16	51.99	10.66	47.9	51.99	41.43	7.87	41.34	4.24	61.89	10.66	47.9	46.16
10.66	4.27	51.99	51.99	51.99	51.99	10.66	61.89	46.16	48.45	39.28	51.99	43.75	10.66	46.7	0.15	46.16	3.45	9.89	10.66	61.89	10.66	10.92	51.99
10.66	4.27	40.02	47.9	43.75	47.9	21.49	57.96	14.37	23.55	36.91	23.55	37.55	7.79	27.58	44.29	23.55	19.73	31.06	10.66	54.0	10.66	10.66	35.13
38.41	36.52	51.45	52.15	49.82	53.15	44.14	42.62	38.32	36.97	71.27	50.57	38.96	44.54	21.25	34.47	21.62	18.28	28.24	11.42	57.0	49.32	31.04	50.33
26.63	51.3	44.44	55.96	37.17	52.74	42.45	77.75	36.42	10.18	39.73	57.93	36.38	36.4	47.09	59.41	57.19	16.03	36.97	36.69	77.75	56.71	52.99	50.65
27.83	34.36	58.8	56.32	41.23	46.67	35.41	56.32	54.65	54.87	59.32	70.23	53.57	36.34	74.04	74.04	52.63	62.73	56.32	55.57	50.5	48.79	47.82	56.32
60.67	49.34	66.9	73.15	62.7	63.62	44.73	76.41	62.7	62.7	62.7	75.22	60.67	43.32	44.35	75.22	62.57	63.23	58.41	61.66	71.87	60.67	71.87	58.91
46.66	30.55	31.73	35.2	46.5	40.81	14.4	40.83	41.07	10.96	33.16	43.65	43.15	28.77	37.55	36.09	47.57	23.4	27.31	35.47	33.16	33.81	18.62	30.86
24.08	35.05	48.31	46.58	45.1	50.18	22.14	49.0	37.01	23.58	55.07	50.18	24.32	24.82	42.05	52.67	49.17	8.08	46.65	18.68	48.57	1.44	43.1	15.22
28.92	42.89	35.44	26.92	47.91	44.13	22.34	46.11	55.34	61.35	55.34	47.98	42.96	36.66	13.83	42.89	37.78	31.04	42.89	48.73	55.12	1.18	37.84	44.29
17.54	13.89	16.91	16.91	16.68	29.53	12.44	50.45	16.03	7.39	34.39	16.91	11.88	15.94	14.96	16.91	25.13	10.96	16.91	19.48	34.39	16.68	17.77	33.97
32.56	84.24	84.24	68.12	68.12	84.24	59.23	28.92	62.63	49.13	28.92	28.92	68.12	66.52	53.93	84.96	12.45	84.24	84.24	15.73	84.24	13.91	84.24	22.43
19.08	23.54	32.44	33.76	35.74	35.74	18.59	60.37	17.09	34.62	60.37	62.96	30.62	37.58	23.09	36.7	36.91	22.95	23.48	25.8	36.99	33.58	29.19	63.07
56.16	55.1	56.98	65.85	61.6	66.6	49.49	64.88	49.1	39.5	61.6	49.89	59.31	49.94	64.1	69.53	65.34	56.82	49.89	44.98	64.59	59.73	59.13	58.42
46.33	41.11	28.1	40.28	48.6	55.49	26.18	51.83	34.54	46.33	55.49	48.6	25.92	34.56	21.85	27.75	27.19	17.4	25.92	51.83	40.39	30.17	25.92	49.3
40.56	30.06	53.64	23.02	61.27	40.01	21.39	60.21	27.31	37.15	40.31	53.56	40.4	25.48	34.46	32.02	32.97	22.9	23.75	34.95	54.29	33.23	51.39	59.28
11.98	27.23	31.46	39.07	15.86	39.07	9.15	100.0	15.86	11.08	61.63	52.66	3.74	23.96	10.83	39.83	76.12	6.92	42.31	6.34	61.63	8.1	7.14	44.8
12.04	5.88	24.16	25.59	23.59	24.94	4.55	25.54	18.52	8.77	59.98	22.37	5.62	23.59	25.54	25.66	20.29	9.85	10.27	9.3	27.1	8.81	7.99	47.09
22.52	4.45	35.53	13.89	10.21	35.75	10.97	34.6	35.3	37.38	34.35	35.09	30.19	2.84	9.09	36.04	36.67	15.57	36.12	2.7	10.54	9.77	7.04	8.03
35.96	13.49	37.82	40.79	44.41	39.25	5.83	58.16	10.44	11.93	58.05	18.8	42.73	27.09	38.21	40.59	21.03	7.97	40.79	22.32	58.05	32.95	18.29	33.34
24.26	24.26	24.26	24.26	76.25	43.32	16.24	63.83	24.2	39.7	59.98	36.01	24.26	21.48	17.47	57.31	15.45	11.31	14.23	14.96	57.95	18.33	16.69	39.67
23.16	25.38	23.67	19.56	31.19	25.21	15.54	33.98	18.61	29.19	34.74	38.35	18.74	28.75	15.76	18.24	29.08	13.44	28.93	21.4	39.52	12.54	25.92	40.34
9.29	12.34	10.92	20.06	24.4	21.28	6.87	47.96	9.96	5.24	40.02	21.67	12.64	13.35	7.88	17.06	15.44	9.43	15.07	7.52	30.28	19.37	7.79	15.49
19.94	9.89	28.02	11.49	11.25	10.89	9.64	33.51	7.19	9.51	30.0	27.76	10.66	22.79	7.08	37.13	22.75	16.0	11.67	7.68	33.92	18.52	12.82	18.91
33.96	24.25	10.24	9.76	12.58	29.91	11.86	13.47	20.39	15.32	24.65	42.76	15.32	28.12	32.23	25.92	42.76	25.82	33.61	27.48	24.65	18.24	15.96	18.22
6.41	8.11	27.08	10.49	16.84	7.99	8.37	7.8	4.74	7.52	17.95	7.21	7.17	19.45	4.31	11.6	24.32	10.35	6.89	7.51	7.99	8.53	8.23	11.2
16.48	16.41	33.7	47.23	74.72	56.03	43.08	59.11	51.14	23.24	92.44	44.24	17.93	28.51	39.84	33.11	72.54	25.35	34.62	42.97	64.86	8.12	20.9	21.53
20.31	18.85	37.54	42.69	34.54	40.52	22.56	38.49	27.34	8.47	43.05	28.69	31.29	20.35	27.32	25.42	17.09	22.41	25.14	29.15	38.49	39.76	35.57	38.49
25.2	21.73	28.2	18.5	33.13	30.83	24.48	50.05	22.45	15.33	36.96	33.13	15.34	14.35	29.89	39.24	33.13	4.96	33.54	28.35	36.96	20.5	36.66	26.7
39.62	30.72	17.95	18.88	28.75	32.06	28.62	54.69	35.71	19.2	64.42	50.16	31.73	34.31	30.62	88.32	31.64	19.46	40.09	31.64	57.9	26.18	44.66	61.88
33.65	55.56	50.51	46.86	47.96	57.41	37.14	59.39	37.79	25.25	62.56	40.96	51.96	46.37	27.92	64.28	24.69	26.07	51.73	59.05	54.22	18.82	37.51	39.43
9.53	9.53	27.29	15.02	54.24	35.71	12.38	41.14	13.29	10.1	70.74	26.56	27.74	11.09	14.19	21.59	31.69	17.73	34.8	10.03	60.68	17.09	13.29	48.81
10.35	50.39	34.25	29.25	34.44	40.85	28.48	45.73	33.76	16.43	48.72	43.9	28.22	17.26	27.46	53.52	38.44	18.77	29.25	37.72	45.67	14.23	36.61	50.18
30.8	25.82	33.48	28.23	29.38	47.48	29.34	51.59	18.62	29.08	49.98	16.47	24.87	23.91	25.73	30.22	15.09	14.17	25.53	3.09	47.08	29.42	38.31	22.24
17.81	22.54	9.87	27.04	32.18	42.17	20.58	32.36	26.63	16.26	34.7	21.57	18.83	13.35	22.54	38.04	17.64	17.34	25.74	30.87	34.77	11.57	21.6	31.34
17.33	10.61	37.0	24.39	55.42	41.94	7.91	45.57	17.52	13.14	48.17	55.0	12.73	29.2	6.36	19.09	11.55	11.72	9.72	21.52	34.56	8.44	26.62	41.77
11.58	33.53	30.84	9.91	40.33	23.87	16.23	49.38	25.17	15.15	33.28	18.78	11.29	45.33	32.56	33.26	29.04	31.42	28.19	15.54	34.22	13.01	40.76	33.28
36.49	1.87	55.18	54.97	52.52	76.57	11.98	72.43	42.1	38.01	73.52	57.76	32.24	59.64	47.69	68.28	40.44	7.54	48.06	20.16	72.11	8.19	46.97	70.39
6.01	4.06	17.14	8.39	15.58	15.16	7.6	40.98	15.45	9.62	36.17	17.07	9.62	18.95	10.34	40.99	9.69	23.1	8.89	10.15	42.69	3.8	8.01	43.15
12.24	21.17	58.41	66.07	18.88	81.35	8.84	71.6	39.39	9.94	71.6	62.7	43.41	43.84	11.25	32.87	46.96	62.22	70.29	5.27	75.62	28.28	30.88	74.45
45.52	32.89	54.51	41.54	62.23	54.51	38.23	61.8	44.82	29.72	59.76	62.23	31.1	29.62	43.84	48.61	53.12	34.92	42.55	51.1	57.49	41.73	42.82	50.66
11.76	12.48	28.04	18.89	42.33	37.12	7.21	45.75	14.46	19.53	42.33	37.12	13.11	33.56	24.12	42.33	27.29	9.94	20.53	11.38	50.83	3.85	31.93	50.83
39.42	28.55	26.68	17.19	29.2	49.98	21.74	50.18	28.89	23.44	42.56	28.79	29.48	16.66	11.98	29.76	21.84	13.94	30.48	26.46	26.21	26.61	13.03	25.03
9.98	4.13	10.11	9.64	9.98	17.32	8.25	38.55	19.47	6.08	31.69	13.66	10.58	6.07	26.64	21.69	10.36	27.75	19.6	12.9	48.2	25.0	15.56	43.64
36.97	13.27	11.8	11.46	16.33	13.02	5.23	76.41	16.69	13.16	76.41	15.23	24.65	47.56	8.99	11.87	15.6	16.69	13.48	8.64	80.41	13.02	26.97	13.02
50.72	70.86	66.54	82.82	69.65	60.29	64.2	42.09	60.32	11.95	66.54	64.23	65.31	76.25	35.22	69.65	48.07	69.65	65.31	59.98	66.54	19.81	44.64	24.8
27.27	43.02	55.67	23.22	46.8	67.25	18.93	65.29	26.51	14.26	62.38	58.15	53.68	45.36	38.57	56.84	18.97	15.79	53.53	58.15	56.84	47.82	62.38	65.67
23.21	33.92	34.96	31.72	55.4	32.02	3.24	67.25	20.64	39.76	56.83	53.9	28.14	14.26	25.3	16.01	41.47	45.31	28.04	18.33	56.83	7.52	25.17	22.58
54.52	28.04	32.56	82.65	82.65	28.04	28.04	82.65	54.52	32.65	82.65	82.65	82.65	32.65	18.95	54.52	82.65	32.56	100.0	12.87	82.65	12.87	32.65	28.04
19.4	22.08	19.78	18.08	39.68	30.76	33.52	25.36	13.29	25.83	34.85	26.59	23.98	18.52	12.64	30.76	13.94	12.47	27.39	26.42	17.1	9.48	16.17	21.74
51.89	46.08	77.44	86.56	100.0	100.0	86.56	86.56	35.48	77.44	100.0	100.0	77.44	18.69	38.83	9.05	100.0	77.44	67.31	100.0	86.56	67.93	100.0	77.44
57.92	47.55	67.76	60.36	76.41	57.07	34.62	76.41	76.41	46.43	76.41	76.41	76.41	56.01	59.8	51.93	76.41	62.43	87.87	45.34	76.41	61.42	76.41	54.17
45.1	31.18	49.27	64.21	49.27	49.27	32.23	64.21	49.27	57.3	61.42	49.27	49.27	51.82	48.34	49.27	64.21	64.21	46.57	14.45	64.21	37.63	56.38	64.21
25.59	25.35	40.64	45.31	39.04	29.11	63.02	51.61	56.83	62.73	65.03	27.74	57.63	45.31	42.85	30.75	27.74	17.69	40.64	26.8	30.6	33.38	25.96	29.11
44.3	67.13	84.92	41.84	100.0	100.0	87.19	100.0	51.83	49.03	100.0	85.79	65.15	58.94	58.15	65.15	70.77	76.48	85.79	55.75	100.0	54.82	65.15	59.51
33.3	13.4	42.34	48.26	48.43	59.58	12.85	53.11	35.41	20.9	49.81	58.69	22.92	33.92	25.99	48.21	33.3	32.49	43.65	37.97	48.26	39.16	35.1	56.32
65.17	44.32	57.36	68.34	58.16	63.16	55.53	74.27	56.91	47.25	76.49	63.16	59.83	43.28	45.24	51.48	68.13	37.17	51.08	51.61	65.05	51.52	57.42	54.67
41.65	39.79	59.77	59.44	48.73	55.92	35.63	89.42	62.33	36.6	69.44	46.56	39.25	28.18	53.77	70.16	46.56	9.74	58.35	34.33	62.4	50.53	66.28	40.28
9.63	22.21	14.21	22.6	44.68	46.29	36.57	43.39	17.79	10.97	49.28	26.88	12.71	13.62	22.82	26.58	24.28	29.22	38.61	36.16	43.39	18.62	26.58	35.02
17.65	21.03	44.34	34.44	47.39	58.91	34.62	63.76	47.74	30.08	50.57	46.35	29.14	20.33	21.14	57.76	44.29	28.89	48.28	17.5	58.91	23.22	18.14	55.92
19.29	13.94	20.34	32.78	40.51	47.83	11.12	35.17	17.06	17.9	40.51	32.78	12.87	10.9	18.26	10.31	24.65	27.02	32.23	15.43	35.17	10.91	23.55	47.92
52.56	54.68	76.43	82.56	82.56	81.03	76.69	81.11	61.15	64.13	82.61	80.0	81.11	62.11	66.26	75.97	84.36	82.23	93.17	54.72	88.29	55.15	86.94	84.36
42.27	34.96	54.21	41.71	49.43	42.79	43.49	56.46	26.59	36.36	56.38	48.31	35.61	48.74	35.57	40.16	41.34	25.9	41.93	47.56	84.1	45.01	33.62	53.3
24.44	38.09	38.53	40.84	46.01	50.11	33.42	59.72	26.88	20.11	66.93	42.78	28.29	44.95	27.18	54.36	20.73	33.46	32.87	28.57	70.18	37.95	31.61	38.04
30.33	50.95	48.46	39.24	22.17	44.44	10.98	46.13	28.27	30.27	44.68	47.94	46.01	26.64	25.41	46.55	61.49	42.98	30.25	39.88	46.55	22.16	30.43	46.55
8.1	2.56	35.46	35.46	38.61	33.13	12.06	26.24	35.46	27.51	29.31	23.56	30.42	20.54	38.83	33.13	31.72	32.6	27.0	24.34	27.0	21.28	17.07	28.35
52.19	34.4	59.01	53.5	71.08	71.08	29.91	79.87	63.38	30.19	86.61	66.04	44.63	45.34	32.79	51.19	63.38	39.32	58.49	58.57	73.2	15.93	47.6	51.19
41.03	32.96	58.04	58.09	55.63	49.25	28.24	59.75	44.47	33.26	74.85	58.84	48.01	52.64	32.39	58.09	49.92	21.62	66.98	43.45	66.98	30.58	42.87	51.72
32.47	27.86	26.66	15.78	32.48	29.62	17.92	44.06	31.96	16.36	41.17	42.8	33.71	25.34	26.15	16.67	47.98	26.19	41.35	27.99	41.42	11.45	13.83	48.82
12.93	11.14	20.79	22.33	19.25	29.45	24.15	10.2	20.01	25.49	13.45	19.81	25.88	12.54	15.73	18.49	28.62	25.13	19.13	10.76	24.45	13.77	36.32	18.05
11.86	4.04	5.0	6.67	5.91	9.25	9.99	5.93	9.98	14.13	6.08	13.06	22.37	13.07	19.42	6.07	6.08	9.01	5.14	4.85	6.07	5.55	23.58	6.67
4.81	5.98	25.68	16.83	18.97	13.8	11.0	12.63	11.55	5.06	18.97	19.42	13.8	11.55	5.26	27.97	5.46	4.45	11.55	16.13	30.11	9.81	30.11	18.16
63.82	24.1	52.69	67.99	50.23	56.46	53.02	73.89	28.36	13.96	81.19	71.12	35.14	43.74	30.9	33.44	29.98	11.57	41.69	19.49	52.7	59.34	50.73	47.85
53.16	37.02	60.72	44.51	43.41	60.72	13.4	73.89	27.27	35.34	81.19	70.47	59.86	34.78	46.21	36.7	33.37	33.95	34.56	13.79	70.47	56.61	56.79	48.65
36.83	38.47	36.72	17.78	35.12	59.94	8.04	59.94	22.69	9.62	44.25	39.29	37.83	47.6	26.61	34.07	28.55	24.34	16.59	29.78	52.14	37.98	52.14	17.03
15.4	26.85	18.59	10.84	31.39	44.54	13.43	36.39	30.42	22.69	26.81	32.2	27.87	16.77	8.18	32.14	15.38	16.88	32.31	13.19	16.77	22.72	13.41	33.63
46.22	50.98	50.98	30.6	40.16	53.87	46.22	38.28	17.1	13.57	56.79	53.87	34.78	53.71	54.68	51.87	44.13	29.11	54.85	63.51	60.29	30.6	54.68	56.79
33.32	54.53	63.16	59.11	72.21	71.53	38.28	79.38	59.34	49.42	56.96	63.51	52.09	53.4	47.11	47.34	45.99	34.53	41.69	33.71	51.61	28.51	67.53	35.83
5.09	8.23	7.75	6.87	52.15	16.66	20.48	33.84	27.59	3.38	61.68	32.85	21.48	35.51	12.47	30.61	14.04	8.1	27.24	11.64	61.68	32.62	9.86	33.33
11.05	18.58	23.39	15.47	26.42	15.36	36.0	16.19	17.72	10.72	35.28	27.07	17.55	30.71	20.67	39.2	9.44	16.26	10.23	41.88	35.28	22.24	19.65	45.31
29.09	30.91	18.71	18.62	17.36	32.3	15.99	35.55	17.09	7.79	42.02	27.15	22.8	28.28	16.78	18.71	19.41	23.04	20.07	26.41	34.82	13.97	20.55	46.95
13.53	20.27	20.32	35.34	60.62	35.3	20.77	31.0	23.47	29.84	55.6	33.7	27.43	29.95	10.43	22.68	11.32	22.89	28.54	38.95	45.6	7.89	24.28	23.91
25.63	38.97	44.05	37.83	45.76	59.55	36.36	57.81	32.39	31.8	37.94	45.26	49.66	54.18	53.62	51.23	46.73	45.3	41.72	46.7	61.01	38.83	52.48	35.38
